date,product_id,product_name,category,units_sold,revenue,average_price,promotion_active,promotion_type,discount_pct,marketing_spend,temperature_c,rainfall_mm,footfall_index,festival,festival_intensity,holiday,competitor_promo,stock_available,stockout_flag,day_of_week,weekend,month,season
2025-02-21,IC-CHO,Chocolate Ice Cream,Ice Cream,136,140.75,1.05,0,None,0.0,0.0,27.6,1.9,97.4,None,0.0,0,0,213,0,4,0,2,Winter
2025-02-22,IC-CHO,Chocolate Ice Cream,Ice Cream,152,148.01,1.05,1,Bundle Offer,8.0,1868.21,23.9,0.1,116.4,None,0.0,0,0,226,0,5,1,2,Winter
2025-02-23,IC-CHO,Chocolate Ice Cream,Ice Cream,75,72.84,1.05,1,Bundle Offer,8.0,1868.21,26.0,0.1,113.3,None,0.0,0,0,207,1,6,1,2,Winter
2025-02-24,IC-CHO,Chocolate Ice Cream,Ice Cream,141,136.23,1.05,1,Bundle Offer,8.0,1868.21,25.9,2.7,107.8,None,0.0,0,0,201,0,0,0,2,Winter
2025-02-25,IC-CHO,Chocolate Ice Cream,Ice Cream,142,136.23,1.05,1,Bundle Offer,8.0,1868.21,25.6,0.3,107.4,None,0.0,0,0,305,0,1,0,2,Winter
2025-02-26,IC-CHO,Chocolate Ice Cream,Ice Cream,149,131.05,1.05,1,Mango Festival,15.0,2275.03,26.4,0.0,96.5,None,0.0,0,0,230,0,2,0,2,Winter
2025-02-27,IC-CHO,Chocolate Ice Cream,Ice Cream,194,176.38,1.05,1,Mango Festival,15.0,2275.03,29.7,0.0,96.5,None,0.0,0,0,344,0,3,0,2,Winter
2025-02-28,IC-CHO,Chocolate Ice Cream,Ice Cream,143,128.29,1.05,1,Mango Festival,15.0,2275.03,25.5,0.0,100.0,None,0.0,0,0,315,0,4,0,2,Winter
2025-03-01,IC-CHO,Chocolate Ice Cream,Ice Cream,206,184.2,1.05,1,Mango Festival,15.0,2275.03,28.9,0.8,108.7,None,0.0,0,0,307,0,5,1,3,Summer
2025-03-02,IC-CHO,Chocolate Ice Cream,Ice Cream,119,124.08,1.05,0,None,0.0,0.0,24.2,0.7,117.8,None,0.0,0,0,155,0,6,1,3,Summer
2025-03-03,IC-CHO,Chocolate Ice Cream,Ice Cream,118,123.72,1.05,0,None,0.0,0.0,26.7,0.9,105.9,None,0.0,0,1,250,0,0,0,3,Summer
2025-03-04,IC-CHO,Chocolate Ice Cream,Ice Cream,145,152.29,1.05,0,None,0.0,0.0,27.7,0.7,109.8,None,0.0,0,0,232,0,1,0,3,Summer
2025-03-05,IC-CHO,Chocolate Ice Cream,Ice Cream,139,146.42,1.05,0,None,0.0,0.0,28.6,0.1,106.4,None,0.0,0,0,213,0,2,0,3,Summer
2025-03-06,IC-CHO,Chocolate Ice Cream,Ice Cream,151,159.72,1.05,0,None,0.0,0.0,28.9,3.6,105.6,None,0.0,0,0,244,0,3,0,3,Summer
2025-03-07,IC-CHO,Chocolate Ice Cream,Ice Cream,155,161.02,1.05,0,None,0.0,0.0,29.1,0.6,110.6,None,0.0,0,0,222,0,4,0,3,Summer
2025-03-08,IC-CHO,Chocolate Ice Cream,Ice Cream,161,165.89,1.05,0,None,0.0,0.0,27.2,0.9,117.1,None,0.0,0,0,225,0,5,1,3,Summer
2025-03-09,IC-CHO,Chocolate Ice Cream,Ice Cream,162,170.1,1.05,0,None,0.0,0.0,27.0,0.4,115.2,None,0.0,0,0,340,0,6,1,3,Summer
2025-03-10,IC-CHO,Chocolate Ice Cream,Ice Cream,159,163.31,1.05,0,None,0.0,0.0,29.5,0.4,112.4,None,0.0,0,0,223,0,0,0,3,Summer
2025-03-11,IC-CHO,Chocolate Ice Cream,Ice Cream,120,125.42,1.05,0,None,0.0,0.0,27.7,0.2,105.7,None,0.0,0,0,213,0,1,0,3,Summer
2025-03-12,IC-CHO,Chocolate Ice Cream,Ice Cream,134,139.75,1.05,0,None,0.0,0.0,25.9,0.4,114.1,Holi,0.8,1,0,268,0,2,0,3,Summer
2025-03-13,IC-CHO,Chocolate Ice Cream,Ice Cream,146,154.13,1.05,0,None,0.0,0.0,26.2,0.7,114.8,Holi,1.05,1,0,201,0,3,0,3,Summer
2025-03-14,IC-CHO,Chocolate Ice Cream,Ice Cream,168,180.53,1.05,0,None,0.0,0.0,26.7,1.0,125.8,Holi,1.3,1,0,286,0,4,0,3,Summer
2025-03-15,IC-CHO,Chocolate Ice Cream,Ice Cream,227,232.72,1.05,0,None,0.0,0.0,29.3,0.3,135.3,Holi,1.05,1,0,390,0,5,1,3,Summer
2025-03-16,IC-CHO,Chocolate Ice Cream,Ice Cream,189,203.83,1.05,0,None,0.0,0.0,28.8,0.0,125.7,Holi,0.8,1,0,339,0,6,1,3,Summer
2025-03-17,IC-CHO,Chocolate Ice Cream,Ice Cream,158,165.42,1.05,0,None,0.0,0.0,29.9,0.3,112.2,None,0.0,0,0,182,0,0,0,3,Summer
2025-03-18,IC-CHO,Chocolate Ice Cream,Ice Cream,125,131.8,1.05,0,None,0.0,0.0,27.9,0.4,95.9,None,0.0,0,0,209,0,1,0,3,Summer
2025-03-19,IC-CHO,Chocolate Ice Cream,Ice Cream,161,166.19,1.05,0,None,0.0,0.0,29.1,0.8,105.6,None,0.0,0,0,181,0,2,0,3,Summer
2025-03-20,IC-CHO,Chocolate Ice Cream,Ice Cream,166,176.41,1.05,0,None,0.0,0.0,30.0,0.4,105.8,None,0.0,0,0,283,0,3,0,3,Summer
2025-03-21,IC-CHO,Chocolate Ice Cream,Ice Cream,145,152.36,1.05,0,None,0.0,0.0,28.4,0.1,102.4,None,0.0,0,0,217,0,4,0,3,Summer
2025-03-22,IC-CHO,Chocolate Ice Cream,Ice Cream,198,207.8,1.05,0,None,0.0,0.0,29.9,1.6,128.1,None,0.0,0,0,360,0,5,1,3,Summer
2025-03-23,IC-CHO,Chocolate Ice Cream,Ice Cream,178,182.61,1.05,0,None,0.0,0.0,28.0,0.3,115.9,None,0.0,0,0,226,0,6,1,3,Summer
2025-03-24,IC-CHO,Chocolate Ice Cream,Ice Cream,154,161.9,1.05,0,None,0.0,0.0,28.6,0.0,104.3,None,0.0,0,0,310,0,0,0,3,Summer
2025-03-25,IC-CHO,Chocolate Ice Cream,Ice Cream,155,164.47,1.05,0,None,0.0,0.0,28.7,0.0,106.5,None,0.0,0,0,229,0,1,0,3,Summer
2025-03-26,IC-CHO,Chocolate Ice Cream,Ice Cream,133,139.32,1.05,0,None,0.0,0.0,27.3,3.1,96.5,None,0.0,0,0,300,0,2,0,3,Summer
2025-03-27,IC-CHO,Chocolate Ice Cream,Ice Cream,158,168.32,1.05,0,None,0.0,0.0,30.4,0.1,102.8,None,0.0,0,0,209,0,3,0,3,Summer
2025-03-28,IC-CHO,Chocolate Ice Cream,Ice Cream,156,166.11,1.05,0,None,0.0,0.0,28.8,0.1,111.6,None,0.0,0,0,219,0,4,0,3,Summer
2025-03-29,IC-CHO,Chocolate Ice Cream,Ice Cream,191,199.11,1.05,0,None,0.0,0.0,29.8,0.2,113.6,None,0.0,0,0,267,0,5,1,3,Summer
2025-03-30,IC-CHO,Chocolate Ice Cream,Ice Cream,193,206.64,1.05,0,None,0.0,0.0,30.7,1.1,112.7,None,0.0,0,0,370,0,6,1,3,Summer
2025-03-31,IC-CHO,Chocolate Ice Cream,Ice Cream,166,174.49,1.05,0,None,0.0,0.0,30.7,0.5,113.4,None,0.0,0,0,303,0,0,0,3,Summer
2025-04-01,IC-CHO,Chocolate Ice Cream,Ice Cream,181,190.27,1.05,0,None,0.0,0.0,31.2,2.5,113.6,None,0.0,0,0,331,0,1,0,4,Summer
2025-04-02,IC-CHO,Chocolate Ice Cream,Ice Cream,196,191.73,1.05,1,Loyalty Offer,7.0,1203.85,30.0,0.3,109.6,None,0.0,0,1,304,0,2,0,4,Summer
2025-04-03,IC-CHO,Chocolate Ice Cream,Ice Cream,172,168.19,1.05,1,Loyalty Offer,7.0,1203.85,29.5,0.1,104.8,None,0.0,0,0,319,0,3,0,4,Summer
2025-04-04,IC-CHO,Chocolate Ice Cream,Ice Cream,183,173.15,1.05,1,Loyalty Offer,7.0,1203.85,30.2,0.6,105.9,None,0.0,0,0,303,0,4,0,4,Summer
2025-04-05,IC-CHO,Chocolate Ice Cream,Ice Cream,162,169.81,1.05,0,None,0.0,0.0,27.4,1.3,113.2,None,0.0,0,0,288,0,5,1,4,Summer
2025-04-06,IC-CHO,Chocolate Ice Cream,Ice Cream,168,173.6,1.05,0,None,0.0,0.0,27.9,0.0,112.3,None,0.0,0,0,321,0,6,1,4,Summer
2025-04-07,IC-CHO,Chocolate Ice Cream,Ice Cream,136,145.66,1.05,0,None,0.0,0.0,28.2,2.8,102.1,None,0.0,0,0,313,0,0,0,4,Summer
2025-04-08,IC-CHO,Chocolate Ice Cream,Ice Cream,198,173.8,1.05,1,Festival Promo,18.0,3631.06,28.9,0.5,104.3,None,0.0,0,0,310,0,1,0,4,Summer
2025-04-09,IC-CHO,Chocolate Ice Cream,Ice Cream,215,187.08,1.05,1,Festival Promo,18.0,3631.06,31.5,0.2,102.2,None,0.0,0,1,305,0,2,0,4,Summer
2025-04-10,IC-CHO,Chocolate Ice Cream,Ice Cream,151,158.15,1.05,0,None,0.0,0.0,29.2,0.0,99.6,None,0.0,0,0,275,0,3,0,4,Summer
2025-04-11,IC-CHO,Chocolate Ice Cream,Ice Cream,173,179.51,1.05,0,None,0.0,0.0,30.3,1.3,108.6,None,0.0,0,0,311,0,4,0,4,Summer
2025-04-12,IC-CHO,Chocolate Ice Cream,Ice Cream,222,231.32,1.05,0,None,0.0,0.0,33.4,0.1,118.7,None,0.0,0,0,399,0,5,1,4,Summer
2025-04-13,IC-CHO,Chocolate Ice Cream,Ice Cream,199,213.86,1.05,0,None,0.0,0.0,30.5,0.1,126.1,None,0.0,0,0,330,0,6,1,4,Summer
2025-04-14,IC-CHO,Chocolate Ice Cream,Ice Cream,169,175.99,1.05,0,None,0.0,0.0,32.5,0.4,104.3,None,0.0,0,0,341,0,0,0,4,Summer
2025-04-15,IC-CHO,Chocolate Ice Cream,Ice Cream,186,167.01,1.05,1,Payday Campaign,12.0,2799.65,29.6,0.5,109.2,None,0.0,0,0,323,0,1,0,4,Summer
2025-04-16,IC-CHO,Chocolate Ice Cream,Ice Cream,192,179.59,1.05,1,Payday Campaign,12.0,2799.65,31.0,0.0,109.3,None,0.0,0,0,364,0,2,0,4,Summer
2025-04-17,IC-CHO,Chocolate Ice Cream,Ice Cream,192,180.58,1.05,1,Payday Campaign,12.0,2799.65,29.8,1.3,106.5,None,0.0,0,1,332,0,3,0,4,Summer
2025-04-18,IC-CHO,Chocolate Ice Cream,Ice Cream,170,182.01,1.05,0,None,0.0,0.0,30.9,0.5,111.5,None,0.0,0,0,331,0,4,0,4,Summer
2025-04-19,IC-CHO,Chocolate Ice Cream,Ice Cream,222,235.93,1.05,0,None,0.0,0.0,33.1,0.7,121.7,None,0.0,0,0,272,0,5,1,4,Summer
2025-04-20,IC-CHO,Chocolate Ice Cream,Ice Cream,174,185.25,1.05,0,None,0.0,0.0,28.6,3.6,119.5,None,0.0,0,0,352,0,6,1,4,Summer
2025-04-21,IC-CHO,Chocolate Ice Cream,Ice Cream,184,193.22,1.05,0,None,0.0,0.0,32.6,1.0,106.6,None,0.0,0,0,259,0,0,0,4,Summer
2025-04-22,IC-CHO,Chocolate Ice Cream,Ice Cream,168,171.89,1.05,0,None,0.0,0.0,32.3,0.0,106.1,None,0.0,0,0,315,0,1,0,4,Summer
2025-04-23,IC-CHO,Chocolate Ice Cream,Ice Cream,162,170.02,1.05,0,None,0.0,0.0,30.9,0.3,101.1,None,0.0,0,0,244,0,2,0,4,Summer
2025-04-24,IC-CHO,Chocolate Ice Cream,Ice Cream,155,163.82,1.05,0,None,0.0,0.0,29.4,0.1,103.9,None,0.0,0,0,248,0,3,0,4,Summer
2025-04-25,IC-CHO,Chocolate Ice Cream,Ice Cream,162,169.65,1.05,0,None,0.0,0.0,32.2,0.3,104.8,None,0.0,0,0,301,0,4,0,4,Summer
2025-04-26,IC-CHO,Chocolate Ice Cream,Ice Cream,202,211.39,1.05,0,None,0.0,0.0,31.2,0.1,112.3,None,0.0,0,0,308,0,5,1,4,Summer
2025-04-27,IC-CHO,Chocolate Ice Cream,Ice Cream,263,223.53,1.05,1,Festival Promo,18.0,3232.06,32.7,0.4,120.2,None,0.0,0,0,397,0,6,1,4,Summer
2025-04-28,IC-CHO,Chocolate Ice Cream,Ice Cream,180,186.46,1.05,0,None,0.0,0.0,32.4,0.5,114.0,None,0.0,0,0,212,0,0,0,4,Summer
2025-04-29,IC-CHO,Chocolate Ice Cream,Ice Cream,178,190.71,1.05,0,None,0.0,0.0,35.3,0.1,103.5,None,0.0,0,0,331,0,1,0,4,Summer
2025-04-30,IC-CHO,Chocolate Ice Cream,Ice Cream,185,198.27,1.05,0,None,0.0,0.0,32.1,0.0,109.4,None,0.0,0,0,270,0,2,0,4,Summer
2025-05-01,IC-CHO,Chocolate Ice Cream,Ice Cream,152,159.29,1.05,0,None,0.0,0.0,30.7,0.5,102.8,None,0.0,0,0,298,0,3,0,5,Summer
2025-05-02,IC-CHO,Chocolate Ice Cream,Ice Cream,170,178.73,1.05,0,None,0.0,0.0,33.0,0.8,106.5,None,0.0,0,0,235,0,4,0,5,Summer
2025-05-03,IC-CHO,Chocolate Ice Cream,Ice Cream,218,225.69,1.05,0,None,0.0,0.0,33.1,0.5,114.5,None,0.0,0,0,333,0,5,1,5,Summer
2025-05-04,IC-CHO,Chocolate Ice Cream,Ice Cream,226,238.54,1.05,0,None,0.0,0.0,35.2,0.0,121.0,None,0.0,0,0,340,0,6,1,5,Summer
2025-05-05,IC-CHO,Chocolate Ice Cream,Ice Cream,176,188.21,1.05,0,None,0.0,0.0,34.3,0.6,104.6,None,0.0,0,1,218,0,0,0,5,Summer
2025-05-06,IC-CHO,Chocolate Ice Cream,Ice Cream,193,198.37,1.05,0,None,0.0,0.0,33.6,0.4,113.0,None,0.0,0,0,288,0,1,0,5,Summer
2025-05-07,IC-CHO,Chocolate Ice Cream,Ice Cream,174,183.16,1.05,0,None,0.0,0.0,35.6,1.3,106.7,None,0.0,0,0,295,0,2,0,5,Summer
2025-05-08,IC-CHO,Chocolate Ice Cream,Ice Cream,155,163.28,1.05,0,None,0.0,0.0,30.9,0.5,104.7,None,0.0,0,0,308,0,3,0,5,Summer
2025-05-09,IC-CHO,Chocolate Ice Cream,Ice Cream,165,173.75,1.05,0,None,0.0,0.0,32.0,1.5,101.7,None,0.0,0,0,326,0,4,0,5,Summer
2025-05-10,IC-CHO,Chocolate Ice Cream,Ice Cream,208,221.9,1.05,0,None,0.0,0.0,31.5,1.3,119.2,None,0.0,0,0,289,0,5,1,5,Summer
2025-05-11,IC-CHO,Chocolate Ice Cream,Ice Cream,260,259.1,1.05,1,Loyalty Offer,7.0,1296.87,32.5,0.2,122.4,None,0.0,0,0,382,0,6,1,5,Summer
2025-05-12,IC-CHO,Chocolate Ice Cream,Ice Cream,171,178.32,1.05,0,None,0.0,0.0,30.8,0.0,109.2,None,0.0,0,0,218,0,0,0,5,Summer
2025-05-13,IC-CHO,Chocolate Ice Cream,Ice Cream,194,204.47,1.05,0,None,0.0,0.0,34.5,0.2,119.0,None,0.0,0,0,357,0,1,0,5,Summer
2025-05-14,IC-CHO,Chocolate Ice Cream,Ice Cream,169,176.83,1.05,0,None,0.0,0.0,33.0,1.9,115.0,None,0.0,0,0,327,0,2,0,5,Summer
2025-05-15,IC-CHO,Chocolate Ice Cream,Ice Cream,164,170.09,1.05,0,None,0.0,0.0,30.8,0.0,106.2,None,0.0,0,0,343,0,3,0,5,Summer
2025-05-16,IC-CHO,Chocolate Ice Cream,Ice Cream,179,187.63,1.04,0,None,0.0,0.0,31.7,2.3,106.2,None,0.0,0,0,276,0,4,0,5,Summer
2025-05-17,IC-CHO,Chocolate Ice Cream,Ice Cream,271,265.38,1.04,1,Loyalty Offer,7.0,1298.58,34.1,0.2,120.1,None,0.0,0,1,348,0,5,1,5,Summer
2025-05-18,IC-CHO,Chocolate Ice Cream,Ice Cream,260,253.17,1.04,1,Loyalty Offer,7.0,1298.58,35.1,0.6,113.5,None,0.0,0,1,401,0,6,1,5,Summer
2025-05-19,IC-CHO,Chocolate Ice Cream,Ice Cream,213,204.63,1.04,1,Loyalty Offer,7.0,1298.58,37.3,0.9,113.5,None,0.0,0,1,348,0,0,0,5,Summer
2025-05-20,IC-CHO,Chocolate Ice Cream,Ice Cream,184,190.99,1.04,0,None,0.0,0.0,39.0,0.0,109.4,None,0.0,0,0,237,0,1,0,5,Summer
2025-05-21,IC-CHO,Chocolate Ice Cream,Ice Cream,201,208.6,1.04,0,None,0.0,0.0,34.5,0.1,108.8,None,0.0,0,1,307,0,2,0,5,Summer
2025-05-22,IC-CHO,Chocolate Ice Cream,Ice Cream,164,169.36,1.04,0,None,0.0,0.0,32.0,0.1,110.9,None,0.0,0,0,287,0,3,0,5,Summer
2025-05-23,IC-CHO,Chocolate Ice Cream,Ice Cream,151,158.08,1.04,0,None,0.0,0.0,30.0,1.2,116.1,None,0.0,0,0,243,0,4,0,5,Summer
2025-05-24,IC-CHO,Chocolate Ice Cream,Ice Cream,230,241.02,1.04,0,None,0.0,0.0,34.4,1.0,118.3,None,0.0,0,0,309,0,5,1,5,Summer
2025-05-25,IC-CHO,Chocolate Ice Cream,Ice Cream,207,218.32,1.04,0,None,0.0,0.0,32.5,0.3,116.8,None,0.0,0,0,265,0,6,1,5,Summer
2025-05-26,IC-CHO,Chocolate Ice Cream,Ice Cream,178,183.59,1.04,0,None,0.0,0.0,33.2,1.6,114.8,None,0.0,0,0,263,0,0,0,5,Summer
2025-05-27,IC-CHO,Chocolate Ice Cream,Ice Cream,192,198.65,1.04,0,None,0.0,0.0,32.9,2.1,112.1,None,0.0,0,0,251,0,1,0,5,Summer
2025-05-28,IC-CHO,Chocolate Ice Cream,Ice Cream,188,199.47,1.04,0,None,0.0,0.0,33.8,2.7,105.6,None,0.0,0,0,256,0,2,0,5,Summer
2025-05-29,IC-CHO,Chocolate Ice Cream,Ice Cream,183,190.17,1.04,0,None,0.0,0.0,36.0,0.2,107.1,None,0.0,0,0,232,0,3,0,5,Summer
2025-05-30,IC-CHO,Chocolate Ice Cream,Ice Cream,178,185.36,1.04,0,None,0.0,0.0,34.4,0.1,108.0,None,0.0,0,0,258,0,4,0,5,Summer
2025-05-31,IC-CHO,Chocolate Ice Cream,Ice Cream,238,247.16,1.04,0,None,0.0,0.0,33.9,0.3,118.8,None,0.0,0,0,359,0,5,1,5,Summer
2025-06-01,IC-CHO,Chocolate Ice Cream,Ice Cream,95,100.18,1.04,0,None,0.0,0.0,32.3,2.3,110.1,None,0.0,0,0,175,1,6,1,6,Monsoon
2025-06-02,IC-CHO,Chocolate Ice Cream,Ice Cream,169,178.24,1.04,0,None,0.0,0.0,31.2,11.1,99.1,None,0.0,0,0,211,0,0,0,6,Monsoon
2025-06-03,IC-CHO,Chocolate Ice Cream,Ice Cream,219,207.67,1.04,1,Weekend Flash,10.0,1793.58,33.4,2.9,102.3,None,0.0,0,0,367,0,1,0,6,Monsoon
2025-06-04,IC-CHO,Chocolate Ice Cream,Ice Cream,213,199.32,1.04,1,Weekend Flash,10.0,1793.58,34.2,3.8,101.9,None,0.0,0,0,302,0,2,0,6,Monsoon
2025-06-05,IC-CHO,Chocolate Ice Cream,Ice Cream,214,198.04,1.04,1,Weekend Flash,10.0,1793.58,37.5,2.3,103.4,None,0.0,0,0,327,0,3,0,6,Monsoon
2025-06-06,IC-CHO,Chocolate Ice Cream,Ice Cream,196,208.31,1.04,0,None,0.0,0.0,34.6,1.6,109.7,None,0.0,0,0,299,0,4,0,6,Monsoon
2025-06-07,IC-CHO,Chocolate Ice Cream,Ice Cream,231,242.35,1.04,0,None,0.0,0.0,36.1,7.0,115.6,None,0.0,0,1,332,0,5,1,6,Monsoon
2025-06-08,IC-CHO,Chocolate Ice Cream,Ice Cream,206,212.69,1.04,0,None,0.0,0.0,33.5,1.3,117.4,None,0.0,0,1,296,0,6,1,6,Monsoon
2025-06-09,IC-CHO,Chocolate Ice Cream,Ice Cream,172,181.55,1.04,0,None,0.0,0.0,32.3,7.2,100.2,None,0.0,0,0,312,0,0,0,6,Monsoon
2025-06-10,IC-CHO,Chocolate Ice Cream,Ice Cream,173,178.33,1.04,0,None,0.0,0.0,32.7,7.0,103.9,None,0.0,0,0,329,0,1,0,6,Monsoon
2025-06-11,IC-CHO,Chocolate Ice Cream,Ice Cream,173,182.47,1.04,0,None,0.0,0.0,33.1,5.5,109.1,None,0.0,0,0,337,0,2,0,6,Monsoon
2025-06-12,IC-CHO,Chocolate Ice Cream,Ice Cream,187,197.33,1.04,0,None,0.0,0.0,38.3,4.1,109.0,None,0.0,0,0,277,0,3,0,6,Monsoon
2025-06-13,IC-CHO,Chocolate Ice Cream,Ice Cream,166,170.15,1.04,0,None,0.0,0.0,33.0,3.4,102.3,None,0.0,0,0,240,0,4,0,6,Monsoon
2025-06-14,IC-CHO,Chocolate Ice Cream,Ice Cream,218,227.46,1.04,0,None,0.0,0.0,36.0,2.0,116.7,None,0.0,0,0,251,0,5,1,6,Monsoon
2025-06-15,IC-CHO,Chocolate Ice Cream,Ice Cream,251,241.43,1.04,1,Bundle Offer,8.0,2121.93,32.9,18.4,126.7,None,0.0,0,0,341,0,6,1,6,Monsoon
2025-06-16,IC-CHO,Chocolate Ice Cream,Ice Cream,211,207.31,1.04,1,Bundle Offer,8.0,2121.93,36.2,5.3,105.6,None,0.0,0,0,389,0,0,0,6,Monsoon
2025-06-17,IC-CHO,Chocolate Ice Cream,Ice Cream,228,191.8,1.04,1,Festival Promo,18.0,3410.75,35.2,5.1,102.1,None,0.0,0,0,289,0,1,0,6,Monsoon
2025-06-18,IC-CHO,Chocolate Ice Cream,Ice Cream,223,192.47,1.03,1,Festival Promo,18.0,3410.75,34.2,2.5,104.6,None,0.0,0,0,378,0,2,0,6,Monsoon
2025-06-19,IC-CHO,Chocolate Ice Cream,Ice Cream,113,99.38,1.03,1,Mango Festival,15.0,2620.09,34.4,17.0,105.8,None,0.0,0,0,254,1,3,0,6,Monsoon
2025-06-20,IC-CHO,Chocolate Ice Cream,Ice Cream,182,185.4,1.03,0,None,0.0,0.0,33.3,3.6,104.5,None,0.0,0,0,307,0,4,0,6,Monsoon
2025-06-21,IC-CHO,Chocolate Ice Cream,Ice Cream,231,238.45,1.03,0,None,0.0,0.0,35.3,7.8,115.0,None,0.0,0,0,341,0,5,1,6,Monsoon
2025-06-22,IC-CHO,Chocolate Ice Cream,Ice Cream,212,219.09,1.03,0,None,0.0,0.0,33.7,9.1,107.8,None,0.0,0,0,353,0,6,1,6,Monsoon
2025-06-23,IC-CHO,Chocolate Ice Cream,Ice Cream,164,167.27,1.03,0,None,0.0,0.0,32.3,7.0,100.1,None,0.0,0,0,199,0,0,0,6,Monsoon
2025-06-24,IC-CHO,Chocolate Ice Cream,Ice Cream,181,187.62,1.03,0,None,0.0,0.0,32.2,1.3,104.1,None,0.0,0,0,221,0,1,0,6,Monsoon
2025-06-25,IC-CHO,Chocolate Ice Cream,Ice Cream,178,185.87,1.03,0,None,0.0,0.0,34.8,10.8,103.9,None,0.0,0,0,229,0,2,0,6,Monsoon
2025-06-26,IC-CHO,Chocolate Ice Cream,Ice Cream,226,191.8,1.03,1,Festival Promo,18.0,3082.36,37.3,3.5,101.8,None,0.0,0,0,368,0,3,0,6,Monsoon
2025-06-27,IC-CHO,Chocolate Ice Cream,Ice Cream,234,196.66,1.03,1,Festival Promo,18.0,3082.36,34.8,11.9,103.6,None,0.0,0,0,323,0,4,0,6,Monsoon
2025-06-28,IC-CHO,Chocolate Ice Cream,Ice Cream,267,225.39,1.03,1,Festival Promo,18.0,3082.36,34.2,6.0,114.7,None,0.0,0,0,320,0,5,1,6,Monsoon
2025-06-29,IC-CHO,Chocolate Ice Cream,Ice Cream,226,232.98,1.03,0,None,0.0,0.0,35.0,9.5,118.7,None,0.0,0,0,253,0,6,1,6,Monsoon
2025-06-30,IC-CHO,Chocolate Ice Cream,Ice Cream,185,191.15,1.03,0,None,0.0,0.0,36.8,16.2,103.6,None,0.0,0,0,283,0,0,0,6,Monsoon
2025-07-01,IC-CHO,Chocolate Ice Cream,Ice Cream,192,200.44,1.03,0,None,0.0,0.0,34.8,10.5,106.0,None,0.0,0,1,275,0,1,0,7,Monsoon
2025-07-02,IC-CHO,Chocolate Ice Cream,Ice Cream,222,201.85,1.03,1,Payday Campaign,12.0,2588.04,33.6,9.7,101.2,None,0.0,0,0,270,0,2,0,7,Monsoon
2025-07-03,IC-CHO,Chocolate Ice Cream,Ice Cream,230,204.87,1.03,1,Payday Campaign,12.0,2588.04,36.4,11.2,106.6,None,0.0,0,1,253,0,3,0,7,Monsoon
2025-07-04,IC-CHO,Chocolate Ice Cream,Ice Cream,220,197.9,1.03,1,Payday Campaign,12.0,2588.04,35.1,2.8,105.5,None,0.0,0,0,360,0,4,0,7,Monsoon
2025-07-05,IC-CHO,Chocolate Ice Cream,Ice Cream,253,239.94,1.03,1,Bundle Offer,8.0,2215.4,37.1,12.3,117.9,None,0.0,0,0,397,0,5,1,7,Monsoon
2025-07-06,IC-CHO,Chocolate Ice Cream,Ice Cream,272,260.83,1.03,1,Bundle Offer,8.0,2215.4,34.6,4.9,117.0,None,0.0,0,0,331,0,6,1,7,Monsoon
2025-07-07,IC-CHO,Chocolate Ice Cream,Ice Cream,187,179.63,1.03,1,Bundle Offer,8.0,2215.4,32.1,5.1,106.2,None,0.0,0,1,285,0,0,0,7,Monsoon
2025-07-08,IC-CHO,Chocolate Ice Cream,Ice Cream,154,161.64,1.03,0,None,0.0,0.0,31.8,6.8,102.7,None,0.0,0,0,214,0,1,0,7,Monsoon
2025-07-09,IC-CHO,Chocolate Ice Cream,Ice Cream,185,190.37,1.03,0,None,0.0,0.0,37.2,4.5,104.3,None,0.0,0,1,270,0,2,0,7,Monsoon
2025-07-10,IC-CHO,Chocolate Ice Cream,Ice Cream,195,202.11,1.03,0,None,0.0,0.0,37.3,2.2,108.2,None,0.0,0,0,232,0,3,0,7,Monsoon
2025-07-11,IC-CHO,Chocolate Ice Cream,Ice Cream,180,181.58,1.03,0,None,0.0,0.0,33.8,6.4,99.5,None,0.0,0,0,351,0,4,0,7,Monsoon
2025-07-12,IC-CHO,Chocolate Ice Cream,Ice Cream,218,224.9,1.03,0,None,0.0,0.0,33.4,5.1,109.5,None,0.0,0,0,353,0,5,1,7,Monsoon
2025-07-13,IC-CHO,Chocolate Ice Cream,Ice Cream,203,205.59,1.03,0,None,0.0,0.0,36.7,4.9,113.4,None,0.0,0,0,367,0,6,1,7,Monsoon
2025-07-14,IC-CHO,Chocolate Ice Cream,Ice Cream,164,168.08,1.03,0,None,0.0,0.0,32.1,5.8,104.5,None,0.0,0,0,231,0,0,0,7,Monsoon
2025-07-15,IC-CHO,Chocolate Ice Cream,Ice Cream,154,163.64,1.03,0,None,0.0,0.0,32.4,5.0,98.1,None,0.0,0,0,313,0,1,0,7,Monsoon
2025-07-16,IC-CHO,Chocolate Ice Cream,Ice Cream,185,190.31,1.02,0,None,0.0,0.0,35.1,17.7,101.8,None,0.0,0,0,287,0,2,0,7,Monsoon
2025-07-17,IC-CHO,Chocolate Ice Cream,Ice Cream,165,167.31,1.02,0,None,0.0,0.0,33.2,16.7,101.5,None,0.0,0,0,216,0,3,0,7,Monsoon
2025-07-18,IC-CHO,Chocolate Ice Cream,Ice Cream,164,168.8,1.02,0,None,0.0,0.0,33.9,6.5,90.8,None,0.0,0,0,237,0,4,0,7,Monsoon
