date,content_id,content_category,viewers,watch_hours,sessions,release_event,release_active,marketing_campaign,festival,festival_intensity,holiday,weekend,day_of_week,month,competitor_major_release,subscription_price_index
2026-12-15,SPORTS,Live Sports,20308,21171.9,27710,New Episode,1,0,None,0.0,0,0,1,12,0,99.45
2026-12-16,SPORTS,Live Sports,21545,24170.3,29797,New Episode,1,1,None,0.0,0,0,2,12,0,99.48
2026-12-17,SPORTS,Live Sports,13693,17280.2,19400,None,0,0,None,0.0,0,0,3,12,0,99.51
2026-12-18,SPORTS,Live Sports,11682,12783.1,13882,None,0,0,None,0.0,0,0,4,12,0,99.55
2026-12-19,SPORTS,Live Sports,15450,24988.2,21428,None,0,0,None,0.0,0,1,5,12,0,99.58
2026-12-20,SPORTS,Live Sports,16889,17628.9,24197,None,0,0,None,0.0,0,1,6,12,0,99.62
2026-12-21,SPORTS,Live Sports,13840,17536.8,17130,None,0,0,None,0.0,0,0,0,12,0,99.65
2026-12-22,SPORTS,Live Sports,11681,15387.5,15494,None,0,0,None,0.0,0,0,1,12,0,99.68
2026-12-23,SPORTS,Live Sports,13461,21516.7,15873,None,0,0,None,0.0,0,0,2,12,0,99.72
2026-12-24,SPORTS,Live Sports,13036,14435.0,15024,None,0,0,None,0.0,0,0,3,12,0,99.75
2026-12-25,SPORTS,Live Sports,15022,25172.1,17443,None,0,0,Christmas,1.2,1,0,4,12,0,99.79
2026-12-26,SPORTS,Live Sports,15360,17411.6,16443,None,0,0,None,0.0,0,1,5,12,0,99.82
2026-12-27,SPORTS,Live Sports,14237,14669.7,18242,None,0,0,None,0.0,0,1,6,12,0,99.85
2026-12-28,SPORTS,Live Sports,13320,14690.2,18577,None,0,0,None,0.0,0,0,0,12,0,99.89
2026-12-29,SPORTS,Live Sports,12851,20624.1,14969,None,0,0,None,0.0,0,0,1,12,0,99.92
2026-12-30,SPORTS,Live Sports,11623,11877.9,12351,None,0,0,None,0.0,0,0,2,12,0,99.96
2026-12-31,SPORTS,Live Sports,13811,12782.6,16065,None,0,0,New Year,1.1,1,0,3,12,0,99.99
2025-01-01,SERIES,Original Series,10569,16986.3,12483,None,0,0,None,0.0,0,0,2,1,0,100.03
2025-01-02,SERIES,Original Series,10363,16165.9,12372,None,0,0,None,0.0,0,0,3,1,0,100.07
2025-01-03,SERIES,Original Series,11388,11980.8,13795,None,0,0,None,0.0,0,0,4,1,0,100.1
2025-01-04,SERIES,Original Series,13338,12628.6,17568,None,0,0,None,0.0,0,1,5,1,0,100.14
2025-01-05,SERIES,Original Series,13258,21655.0,19069,None,0,0,None,0.0,0,1,6,1,0,100.17
2025-01-06,SERIES,Original Series,10868,14668.7,13682,None,0,0,None,0.0,0,0,0,1,0,100.21
2025-01-07,SERIES,Original Series,10540,16675.0,15258,None,0,0,None,0.0,0,0,1,1,0,100.24
2025-01-08,SERIES,Original Series,11020,15999.7,11813,None,0,0,None,0.0,0,0,2,1,0,100.27
2025-01-09,SERIES,Original Series,11069,16777.0,13285,None,0,0,None,0.0,0,0,3,1,0,100.31
2025-01-10,SERIES,Original Series,10221,13150.8,10855,None,0,0,None,0.0,0,0,4,1,0,100.34
2025-01-11,SERIES,Original Series,11954,17771.4,15407,None,0,0,None,0.0,0,1,5,1,0,100.38
2025-01-12,SERIES,Original Series,14337,23440.4,20668,None,0,0,None,0.0,0,1,6,1,0,100.41
2025-01-13,SERIES,Original Series,12120,17785.5,13754,None,0,1,None,0.0,0,0,0,1,1,100.44
2025-01-14,SERIES,Original Series,16309,26835.5,21805,Live Sports Final,1,0,Makar Sankranti,1.0,1,0,1,1,0,100.48
2025-01-15,SERIES,Original Series,10146,11091.1,13750,None,0,0,None,0.0,0,0,2,1,0,100.51
2025-01-16,SERIES,Original Series,10435,16094.4,11389,None,0,0,None,0.0,0,0,3,1,0,100.54
2025-01-17,SERIES,Original Series,9850,13039.4,12047,None,0,0,None,0.0,0,0,4,1,0,100.58
2025-01-18,SERIES,Original Series,13613,12913.4,15054,None,0,1,None,0.0,0,1,5,1,0,100.61
2025-01-19,SERIES,Original Series,17893,25341.5,21308,Season Premiere,1,0,None,0.0,0,1,6,1,0,100.64
2025-01-20,SERIES,Original Series,15534,21776.4,21324,Season Premiere,1,0,None,0.0,0,0,0,1,0,100.67
2025-01-21,SERIES,Original Series,11887,20121.4,13863,None,0,0,None,0.0,0,0,1,1,0,100.71
2025-01-22,SERIES,Original Series,10555,14986.4,15023,None,0,0,None,0.0,0,0,2,1,0,100.74
2025-01-23,SERIES,Original Series,10652,10700.8,14492,None,0,0,None,0.0,0,0,3,1,0,100.77
2025-01-24,SERIES,Original Series,15146,25641.3,17497,Season Premiere,1,0,None,0.0,0,0,4,1,0,100.8
2025-01-25,SERIES,Original Series,11408,13140.7,13923,None,0,0,None,0.0,0,1,5,1,0,100.83
2025-01-26,SERIES,Original Series,12897,18801.3,16728,None,0,0,Republic Day,0.8,1,1,6,1,0,100.86
2025-01-27,SERIES,Original Series,15060,20761.9,19467,Live Sports Final,1,0,None,0.0,0,0,0,1,0,100.9
2025-01-28,SERIES,Original Series,14132,16737.3,18021,Blockbuster Release,1,0,None,0.0,0,0,1,1,0,100.93
2025-01-29,SERIES,Original Series,11362,13922.2,13639,None,0,0,None,0.0,0,0,2,1,0,100.96
2025-01-30,SERIES,Original Series,10128,14406.2,14458,None,0,0,None,0.0,0,0,3,1,0,100.99
2025-01-31,SERIES,Original Series,10795,17243.5,11714,None,0,0,None,0.0,0,0,4,1,0,101.02
2025-02-01,SERIES,Original Series,12406,20560.4,16167,None,0,0,None,0.0,0,1,5,2,0,101.05
2025-02-02,SERIES,Original Series,17634,29851.0,18766,Blockbuster Release,1,0,None,0.0,0,1,6,2,0,101.08
2025-02-03,SERIES,Original Series,14464,14368.4,18402,Blockbuster Release,1,0,None,0.0,0,0,0,2,0,101.1
2025-02-04,SERIES,Original Series,11585,12168.0,13018,None,0,0,None,0.0,0,0,1,2,0,101.13
2025-02-05,SERIES,Original Series,10025,10671.5,10864,None,0,0,None,0.0,0,0,2,2,0,101.16
2025-02-06,SERIES,Original Series,8757,14700.0,9379,None,0,0,None,0.0,0,0,3,2,0,101.19
2025-02-07,SERIES,Original Series,11188,10941.4,16023,None,0,0,None,0.0,0,0,4,2,0,101.22
2025-02-08,SERIES,Original Series,12750,18584.9,14042,None,0,0,None,0.0,0,1,5,2,0,101.24
2025-02-09,SERIES,Original Series,11274,18784.7,13458,None,0,0,None,0.0,0,1,6,2,0,101.27
2025-02-10,SERIES,Original Series,10565,14370.9,13080,None,0,0,None,0.0,0,0,0,2,0,101.3
2025-02-11,SERIES,Original Series,11365,10299.7,12044,None,0,0,None,0.0,0,0,1,2,0,101.32
2025-02-12,SERIES,Original Series,11610,11058.9,16484,None,0,0,None,0.0,0,0,2,2,0,101.35
2025-02-13,SERIES,Original Series,11024,16181.6,11642,None,0,0,None,0.0,0,0,3,2,0,101.37
2025-02-14,SERIES,Original Series,11184,13629.8,15820,None,0,0,None,0.0,0,0,4,2,0,101.4
2025-02-15,SERIES,Original Series,12691,16556.1,13486,None,0,0,None,0.0,0,1,5,2,0,101.42
2025-02-16,SERIES,Original Series,12066,11295.8,14649,None,0,0,None,0.0,0,1,6,2,1,101.45
2025-02-17,SERIES,Original Series,9781,15832.2,13333,None,0,0,None,0.0,0,0,0,2,0,101.47
2025-02-18,SERIES,Original Series,10391,16878.2,11013,None,0,0,None,0.0,0,0,1,2,0,101.49
2025-02-19,SERIES,Original Series,11411,15766.4,15677,None,0,0,None,0.0,0,0,2,2,0,101.52
2025-02-20,SERIES,Original Series,11406,14611.5,14122,None,0,0,None,0.0,0,0,3,2,0,101.54
2025-02-21,SERIES,Original Series,10738,13045.8,13299,None,0,0,None,0.0,0,0,4,2,0,101.56
2025-02-22,SERIES,Original Series,11933,12628.6,13418,None,0,0,None,0.0,0,1,5,2,0,101.58
2025-02-23,SERIES,Original Series,13455,22224.6,15384,None,0,0,None,0.0,0,1,6,2,0,101.6
2025-02-24,SERIES,Original Series,10684,13797.9,14631,None,0,0,None,0.0,0,0,0,2,0,101.62
2025-02-25,SERIES,Original Series,11064,10914.1,11663,None,0,0,None,0.0,0,0,1,2,0,101.64
2025-02-26,SERIES,Original Series,9710,14897.1,11433,None,0,0,None,0.0,0,0,2,2,0,101.66
2025-02-27,SERIES,Original Series,10557,17709.1,12437,None,0,0,None,0.0,0,0,3,2,0,101.68
2025-02-28,SERIES,Original Series,11399,12834.5,13203,None,0,0,None,0.0,0,0,4,2,0,101.7
2025-03-01,SERIES,Original Series,16550,23992.7,19434,Live Sports Final,1,0,None,0.0,0,1,5,3,0,101.72
2025-03-02,SERIES,Original Series,12166,20651.3,13370,None,0,0,None,0.0,0,1,6,3,0,101.73
2025-03-03,SERIES,Original Series,10906,10817.7,12178,None,0,0,None,0.0,0,0,0,3,0,101.75
2025-03-04,SERIES,Original Series,11657,18069.4,14837,None,0,0,None,0.0,0,0,1,3,0,101.77
2025-03-05,SERIES,Original Series,11326,14708.8,14436,None,0,0,None,0.0,0,0,2,3,0,101.78
2025-03-06,SERIES,Original Series,11855,17017.2,16856,None,0,0,None,0.0,0,0,3,3,0,101.8
2025-03-07,SERIES,Original Series,11224,11724.4,14174,None,0,0,None,0.0,0,0,4,3,0,101.81
2025-03-08,SERIES,Original Series,12860,13816.4,15755,None,0,0,None,0.0,0,1,5,3,0,101.83
2025-03-09,SERIES,Original Series,11506,15473.5,12519,None,0,0,None,0.0,0,1,6,3,0,101.84
2025-03-10,SERIES,Original Series,9894,10887.4,13301,None,0,0,None,0.0,0,0,0,3,0,101.85
2025-03-11,SERIES,Original Series,11855,16329.1,14562,None,0,0,None,0.0,0,0,1,3,0,101.87
2025-03-12,SERIES,Original Series,10585,10269.2,14328,None,0,0,Holi,0.8,1,0,2,3,1,101.88
2025-03-13,SERIES,Original Series,15461,23586.4,17430,Season Premiere,1,0,Holi,1.05,1,0,3,3,0,101.89
2025-03-14,SERIES,Original Series,14299,16003.1,18532,Season Premiere,1,0,Holi,1.3,1,0,4,3,0,101.9
2025-03-15,SERIES,Original Series,13448,20032.2,18016,None,0,0,Holi,1.05,1,1,5,3,0,101.91
2025-03-16,SERIES,Original Series,11742,12099.2,14028,None,0,0,Holi,0.8,1,1,6,3,0,101.92
2025-03-17,SERIES,Original Series,14704,22638.9,18261,New Episode,1,0,None,0.0,0,0,0,3,0,101.93
2025-03-18,SERIES,Original Series,16113,14675.8,17333,New Episode,1,0,None,0.0,0,0,1,3,0,101.94
2025-03-19,SERIES,Original Series,9010,9340.2,10434,None,0,0,None,0.0,0,0,2,3,0,101.95
2025-03-20,SERIES,Original Series,11633,13614.2,12980,None,0,0,None,0.0,0,0,3,3,0,101.96
2025-03-21,SERIES,Original Series,10027,15280.6,12031,None,0,0,None,0.0,0,0,4,3,0,101.96
2025-03-22,SERIES,Original Series,12126,11221.0,13164,None,0,0,None,0.0,0,1,5,3,0,101.97
2025-03-23,SERIES,Original Series,11666,17408.5,16115,None,0,0,None,0.0,0,1,6,3,1,101.97
2025-03-24,SERIES,Original Series,14347,15613.4,19274,Blockbuster Release,1,0,None,0.0,0,0,0,3,0,101.98
2025-03-25,SERIES,Original Series,10086,17119.1,14082,None,0,0,None,0.0,0,0,1,3,0,101.98
2025-03-26,SERIES,Original Series,10037,11336.8,14343,None,0,0,None,0.0,0,0,2,3,0,101.99
2025-03-27,SERIES,Original Series,9742,9903.7,12427,None,0,0,None,0.0,0,0,3,3,0,101.99
2025-03-28,SERIES,Original Series,11782,17043.9,15882,None,0,0,None,0.0,0,0,4,3,0,101.99
2025-03-29,SERIES,Original Series,11535,12934.6,14373,None,0,0,None,0.0,0,1,5,3,0,102.0
2025-03-30,SERIES,Original Series,10863,14471.5,14820,None,0,0,None,0.0,0,1,6,3,0,102.0
2025-03-31,SERIES,Original Series,9136,13865.8,11554,None,0,0,None,0.0,0,0,0,3,0,102.0
2025-04-01,SERIES,Original Series,10976,16902.3,14757,None,0,0,None,0.0,0,0,1,4,0,102.0
2025-04-02,SERIES,Original Series,9383,10101.0,10884,None,0,0,None,0.0,0,0,2,4,1,102.0
2025-04-03,SERIES,Original Series,10528,11242.0,13947,None,0,0,None,0.0,0,0,3,4,0,102.0
2025-04-04,SERIES,Original Series,12108,13525.5,15515,None,0,0,None,0.0,0,0,4,4,0,102.0
2025-04-05,SERIES,Original Series,12396,15070.6,14254,None,0,0,None,0.0,0,1,5,4,0,102.0
2025-04-06,SERIES,Original Series,12502,18722.7,16555,None,0,0,None,0.0,0,1,6,4,0,101.99
2025-04-07,SERIES,Original Series,10277,13705.6,12312,None,0,0,None,0.0,0,0,0,4,0,101.99
2025-04-08,SERIES,Original Series,10658,17094.4,13872,None,0,0,None,0.0,0,0,1,4,0,101.99
2025-04-09,SERIES,Original Series,10511,15333.5,13804,None,0,0,None,0.0,0,0,2,4,0,101.98
2025-04-10,SERIES,Original Series,10898,15155.0,14368,None,0,0,None,0.0,0,0,3,4,0,101.98
2025-04-11,SERIES,Original Series,16587,21837.0,21951,New Episode,1,0,None,0.0,0,0,4,4,0,101.97
2025-04-12,SERIES,Original Series,11962,14714.5,14557,None,0,0,None,0.0,0,1,5,4,0,101.97
2025-04-13,SERIES,Original Series,11699,13766.6,15207,None,0,0,None,0.0,0,1,6,4,0,101.96
2025-04-14,SERIES,Original Series,10623,11047.1,15007,None,0,0,None,0.0,0,0,0,4,0,101.95
2025-04-15,SERIES,Original Series,11385,12706.7,12264,None,0,0,None,0.0,0,0,1,4,0,101.94
2025-04-16,SERIES,Original Series,10433,16909.6,14223,None,0,0,None,0.0,0,0,2,4,0,101.94
2025-04-17,SERIES,Original Series,10879,17010.0,11983,None,0,0,None,0.0,0,0,3,4,0,101.93
2025-04-18,SERIES,Original Series,11061,9994.7,13673,None,0,0,None,0.0,0,0,4,4,0,101.92
2025-04-19,SERIES,Original Series,19279,20806.6,21508,Season Premiere,1,0,None,0.0,0,1,5,4,0,101.91
2025-04-20,SERIES,Original Series,18378,28409.2,25048,Season Premiere,1,0,None,0.0,0,1,6,4,1,101.9
2025-04-21,SERIES,Original Series,11973,16384.4,12749,None,0,1,None,0.0,0,0,0,4,0,101.89
2025-04-22,SERIES,Original Series,13786,13193.5,18341,Season Premiere,1,0,None,0.0,0,0,1,4,0,101.87
2025-04-23,SERIES,Original Series,10804,16702.4,13079,None,0,0,None,0.0,0,0,2,4,0,101.86
2025-04-24,SERIES,Original Series,10177,15293.0,11764,None,0,0,None,0.0,0,0,3,4,0,101.85
2025-04-25,SERIES,Original Series,10340,11635.4,14829,None,0,0,None,0.0,0,0,4,4,0,101.84
2025-04-26,SERIES,Original Series,11572,17301.6,13502,None,0,0,None,0.0,0,1,5,4,0,101.82
2025-04-27,SERIES,Original Series,11934,19206.4,13541,None,0,0,None,0.0,0,1,6,4,0,101.81
2025-04-28,SERIES,Original Series,10316,14625.7,12612,None,0,0,None,0.0,0,0,0,4,0,101.79
2025-04-29,SERIES,Original Series,10619,15874.6,12433,None,0,0,None,0.0,0,0,1,4,0,101.78
2025-04-30,SERIES,Original Series,10211,9590.1,13694,None,0,0,None,0.0,0,0,2,4,0,101.76
2025-05-01,SERIES,Original Series,10180,13764.0,10811,None,0,0,None,0.0,0,0,3,5,0,101.74
2025-05-02,SERIES,Original Series,11099,16680.6,14726,None,0,0,None,0.0,0,0,4,5,0,101.73
2025-05-03,SERIES,Original Series,12316,15642.3,15011,None,0,0,None,0.0,0,1,5,5,0,101.71
2025-05-04,SERIES,Original Series,17743,21711.4,24193,Blockbuster Release,1,0,None,0.0,0,1,6,5,0,101.69
2025-05-05,SERIES,Original Series,15392,20785.1,18217,Blockbuster Release,1,0,None,0.0,0,0,0,5,0,101.67
2025-05-06,SERIES,Original Series,10058,14482.1,10633,None,0,0,None,0.0,0,0,1,5,0,101.65
2025-05-07,SERIES,Original Series,11774,18288.6,15957,None,0,0,None,0.0,0,0,2,5,0,101.63
2025-05-08,SERIES,Original Series,12213,18967.8,13471,None,0,0,None,0.0,0,0,3,5,0,101.61
2025-05-09,SERIES,Original Series,13561,19832.3,16830,None,0,1,None,0.0,0,0,4,5,0,101.59
2025-05-10,SERIES,Original Series,11035,18614.7,15263,None,0,0,None,0.0,0,1,5,5,0,101.57
2025-05-11,SERIES,Original Series,11847,15761.8,16822,None,0,0,None,0.0,0,1,6,5,0,101.55
2025-05-12,SERIES,Original Series,11247,14110.6,12916,None,0,0,None,0.0,0,0,0,5,0,101.53
2025-05-13,SERIES,Original Series,10177,11852.4,14097,None,0,0,None,0.0,0,0,1,5,0,101.51
2025-05-14,SERIES,Original Series,12146,12139.8,16523,None,0,1,None,0.0,0,0,2,5,0,101.48
2025-05-15,SERIES,Original Series,14446,15572.6,20505,Blockbuster Release,1,0,None,0.0,0,0,3,5,0,101.46
2025-05-16,SERIES,Original Series,15190,17390.4,20902,Blockbuster Release,1,0,None,0.0,0,0,4,5,0,101.44
2025-05-17,SERIES,Original Series,11741,15324.7,12748,None,0,0,None,0.0,0,1,5,5,0,101.41
2025-05-18,SERIES,Original Series,10590,17984.1,15119,None,0,0,None,0.0,0,1,6,5,0,101.39
2025-05-19,SERIES,Original Series,11585,17613.5,12278,None,0,0,None,0.0,0,0,0,5,0,101.36
2025-05-20,SERIES,Original Series,11047,17788.3,13117,None,0,0,None,0.0,0,0,1,5,0,101.34
2025-05-21,SERIES,Original Series,9760,10200.1,11767,None,0,0,None,0.0,0,0,2,5,0,101.31
2025-05-22,SERIES,Original Series,11382,10463.0,14160,None,0,0,None,0.0,0,0,3,5,0,101.29
2025-05-23,SERIES,Original Series,10839,9778.9,12400,None,0,0,None,0.0,0,0,4,5,0,101.26
2025-05-24,SERIES,Original Series,13211,17202.1,14525,None,0,0,None,0.0,0,1,5,5,0,101.23
2025-05-25,SERIES,Original Series,12901,12824.0,17865,None,0,0,None,0.0,0,1,6,5,0,101.21
2025-05-26,SERIES,Original Series,12116,12739.7,15832,None,0,1,None,0.0,0,0,0,5,0,101.18
2025-05-27,SERIES,Original Series,11244,11717.8,13942,None,0,0,None,0.0,0,0,1,5,0,101.15
2025-05-28,SERIES,Original Series,11277,16588.4,15334,None,0,0,None,0.0,0,0,2,5,0,101.12
2025-05-29,SERIES,Original Series,11532,19172.9,16330,None,0,0,None,0.0,0,0,3,5,0,101.09
2025-05-30,SERIES,Original Series,16224,16174.4,18488,Blockbuster Release,1,0,None,0.0,0,0,4,5,0,101.06
2025-05-31,SERIES,Original Series,19345,19064.2,22810,Blockbuster Release,1,0,None,0.0,0,1,5,5,0,101.04
2025-06-01,SERIES,Original Series,13075,15216.0,18615,None,0,0,None,0.0,0,1,6,6,0,101.01
2025-06-02,SERIES,Original Series,14922,21041.6,18915,Blockbuster Release,1,0,None,0.0,0,0,0,6,0,100.98
2025-06-03,SERIES,Original Series,15631,18686.1,18170,Blockbuster Release,1,0,None,0.0,0,0,1,6,0,100.95
2025-06-04,SERIES,Original Series,9995,11222.0,11127,None,0,0,None,0.0,0,0,2,6,0,100.92
2025-06-05,SERIES,Original Series,11657,11565.5,16850,None,0,0,None,0.0,0,0,3,6,0,100.88
2025-06-06,SERIES,Original Series,17670,22377.1,22335,New Episode,1,1,None,0.0,0,0,4,6,0,100.85
2025-06-07,SERIES,Original Series,19477,18078.7,27168,New Episode,1,0,None,0.0,0,1,5,6,0,100.82
2025-06-08,SERIES,Original Series,12174,17074.6,15879,None,0,0,None,0.0,0,1,6,6,0,100.79
2025-06-09,SERIES,Original Series,10743,16746.4,13186,None,0,0,None,0.0,0,0,0,6,0,100.76
2025-06-10,SERIES,Original Series,15177,25419.4,21146,Blockbuster Release,1,0,None,0.0,0,0,1,6,0,100.73
2025-06-11,SERIES,Original Series,10251,11868.9,12225,None,0,0,None,0.0,0,0,2,6,0,100.69
2025-06-12,SERIES,Original Series,10390,16209.2,14103,None,0,0,None,0.0,0,0,3,6,0,100.66
2025-06-13,SERIES,Original Series,10952,14298.1,13485,None,0,0,None,0.0,0,0,4,6,0,100.63
2025-06-14,SERIES,Original Series,17870,19909.6,25178,Live Sports Final,1,0,None,0.0,0,1,5,6,0,100.6
2025-06-15,SERIES,Original Series,12089,11812.8,15126,None,0,0,None,0.0,0,1,6,6,0,100.56
2025-06-16,SERIES,Original Series,11012,13848.5,12997,None,0,0,None,0.0,0,0,0,6,0,100.53
2025-06-17,SERIES,Original Series,10390,16559.5,13925,None,0,0,None,0.0,0,0,1,6,0,100.5
2025-06-18,SERIES,Original Series,15534,25755.6,21655,Season Premiere,1,0,None,0.0,0,0,2,6,0,100.46
2025-06-19,SERIES,Original Series,16838,21377.7,23411,Season Premiere,1,0,None,0.0,0,0,3,6,0,100.43
2025-06-20,SERIES,Original Series,10373,15751.3,12876,None,0,0,None,0.0,0,0,4,6,0,100.4
2025-06-21,SERIES,Original Series,12192,13050.3,14948,None,0,0,None,0.0,0,1,5,6,0,100.36
2025-06-22,SERIES,Original Series,11568,17296.9,12837,None,0,0,None,0.0,0,1,6,6,0,100.33
2025-06-23,SERIES,Original Series,10550,9676.6,11243,None,0,0,None,0.0,0,0,0,6,0,100.3
2025-06-24,SERIES,Original Series,11076,13673.9,15756,None,0,0,None,0.0,0,0,1,6,0,100.26
2025-06-25,SERIES,Original Series,15167,22987.0,20325,New Episode,1,0,None,0.0,0,0,2,6,0,100.23
2025-06-26,SERIES,Original Series,14724,17570.0,18857,New Episode,1,0,None,0.0,0,0,3,6,0,100.19
2025-06-27,SERIES,Original Series,11072,10879.2,14209,None,0,0,None,0.0,0,0,4,6,0,100.16
2025-06-28,SERIES,Original Series,12772,21416.7,13529,None,0,0,None,0.0,0,1,5,6,0,100.12
2025-06-29,SERIES,Original Series,12882,14674.3,15864,None,0,0,None,0.0,0,1,6,6,0,100.09
2025-06-30,SERIES,Original Series,14657,13686.3,20791,Season Premiere,1,0,None,0.0,0,0,0,6,0,100.06
2025-07-01,SERIES,Original Series,11820,14496.8,14595,None,0,0,None,0.0,0,0,1,7,0,100.02
2025-07-02,SERIES,Original Series,10456,15240.5,13407,None,0,0,None,0.0,0,0,2,7,0,99.99
2025-07-03,SERIES,Original Series,10076,12161.6,12099,None,0,0,None,0.0,0,0,3,7,0,99.95
2025-07-04,SERIES,Original Series,11571,18751.0,12635,None,0,0,None,0.0,0,0,4,7,0,99.92
2025-07-05,SERIES,Original Series,18899,20230.8,22290,Season Premiere,1,0,None,0.0,0,1,5,7,0,99.88
2025-07-06,SERIES,Original Series,12213,16646.2,13239,None,0,0,None,0.0,0,1,6,7,0,99.85
2025-07-07,SERIES,Original Series,10211,10063.8,13084,None,0,0,None,0.0,0,0,0,7,0,99.82
2025-07-08,SERIES,Original Series,11150,11088.2,16086,None,0,0,None,0.0,0,0,1,7,0,99.78
2025-07-09,SERIES,Original Series,9847,10400.8,11767,None,0,0,None,0.0,0,0,2,7,0,99.75
2025-07-10,SERIES,Original Series,12704,13645.8,17701,None,0,0,None,0.0,0,0,3,7,0,99.71
2025-07-11,SERIES,Original Series,10072,14379.2,10747,None,0,0,None,0.0,0,0,4,7,0,99.68
2025-07-12,SERIES,Original Series,12718,20079.9,15923,None,0,0,None,0.0,0,1,5,7,0,99.64
2025-07-13,SERIES,Original Series,12340,19650.2,16187,None,0,0,None,0.0,0,1,6,7,0,99.61
2025-07-14,SERIES,Original Series,10159,14249.3,11964,None,0,0,None,0.0,0,0,0,7,0,99.58
2025-07-15,SERIES,Original Series,10149,12437.7,11055,None,0,0,None,0.0,0,0,1,7,0,99.54
2025-07-16,SERIES,Original Series,11668,12971.9,13268,None,0,0,None,0.0,0,0,2,7,0,99.51
2025-07-17,SERIES,Original Series,11110,12604.8,11976,None,0,0,None,0.0,0,0,3,7,0,99.48
2025-07-18,SERIES,Original Series,10331,13040.9,14518,None,0,0,None,0.0,0,0,4,7,0,99.44
2025-07-19,SERIES,Original Series,12059,16921.1,12684,None,0,0,None,0.0,0,1,5,7,0,99.41
2025-07-20,SERIES,Original Series,11874,15961.2,12797,None,0,0,None,0.0,0,1,6,7,0,99.38
2025-07-21,SERIES,Original Series,11495,17349.4,15728,None,0,0,None,0.0,0,0,0,7,0,99.35
2025-07-22,SERIES,Original Series,11527,11557.6,13485,None,0,0,None,0.0,0,0,1,7,0,99.31
2025-07-23,SERIES,Original Series,11238,11129.3,13439,None,0,0,None,0.0,0,0,2,7,0,99.28
2025-07-24,SERIES,Original Series,11039,18685.0,12945,None,0,0,None,0.0,0,0,3,7,0,99.25
2025-07-25,SERIES,Original Series,11315,13043.7,15912,None,0,0,None,0.0,0,0,4,7,0,99.22
2025-07-26,SERIES,Original Series,11272,18904.4,16023,None,0,0,None,0.0,0,1,5,7,0,99.19
2025-07-27,SERIES,Original Series,12689,14358.2,18037,None,0,0,None,0.0,0,1,6,7,0,99.15
2025-07-28,SERIES,Original Series,11645,11082.6,13658,None,0,0,None,0.0,0,0,0,7,0,99.12
2025-07-29,SERIES,Original Series,15810,20648.0,17867,Blockbuster Release,1,0,None,0.0,0,0,1,7,0,99.09
2025-07-30,SERIES,Original Series,15682,16589.9,21659,Live Sports Final,1,0,None,0.0,0,0,2,7,0,99.06
2025-07-31,SERIES,Original Series,10397,16839.2,14447,None,0,0,None,0.0,0,0,3,7,0,99.03
2025-08-01,SERIES,Original Series,10448,13017.9,12450,None,0,0,None,0.0,0,0,4,8,0,99.0
2025-08-02,SERIES,Original Series,12114,15176.4,15520,None,0,0,None,0.0,0,1,5,8,0,98.97
2025-08-03,SERIES,Original Series,21405,25936.1,25820,Blockbuster Release,1,1,None,0.0,0,1,6,8,0,98.94
2025-08-04,SERIES,Original Series,15299,15128.2,16155,Season Premiere,1,0,None,0.0,0,0,0,8,0,98.91
2025-08-05,SERIES,Original Series,14317,20024.0,17384,Season Premiere,1,0,None,0.0,0,0,1,8,0,98.89
2025-08-06,SERIES,Original Series,16246,16630.9,22873,Season Premiere,1,0,None,0.0,0,0,2,8,0,98.86
2025-08-07,SERIES,Original Series,11261,15897.9,15688,None,0,0,None,0.0,0,0,3,8,0,98.83
2025-08-08,SERIES,Original Series,11140,13592.5,12159,None,0,0,None,0.0,0,0,4,8,1,98.8
2025-08-09,SERIES,Original Series,12262,19403.5,14380,None,0,0,Raksha Bandhan,1.0,1,1,5,8,0,98.77
2025-08-10,SERIES,Original Series,12152,15996.4,13118,None,0,0,None,0.0,0,1,6,8,0,98.75
2025-08-11,SERIES,Original Series,11265,18144.6,13171,None,0,0,None,0.0,0,0,0,8,0,98.72
2025-08-12,SERIES,Original Series,10905,10035.2,12748,None,0,0,None,0.0,0,0,1,8,0,98.69
2025-08-13,SERIES,Original Series,10374,15357.1,11113,None,0,0,None,0.0,0,0,2,8,0,98.67
2025-08-14,SERIES,Original Series,11844,15954.7,16677,None,0,0,None,0.0,0,0,3,8,0,98.64
2025-08-15,SERIES,Original Series,10611,10984.0,14706,None,0,0,Independence Day,0.9,1,0,4,8,0,98.62
2025-08-16,SERIES,Original Series,10332,10172.9,14685,None,0,0,None,0.0,0,1,5,8,0,98.59
2025-08-17,SERIES,Original Series,12592,18758.5,16970,None,0,0,None,0.0,0,1,6,8,0,98.57
2025-08-18,SERIES,Original Series,10991,13193.8,14882,None,0,0,None,0.0,0,0,0,8,0,98.54
2025-08-19,SERIES,Original Series,10940,10514.4,14931,None,0,0,None,0.0,0,0,1,8,0,98.52
2025-08-20,SERIES,Original Series,15990,23282.2,21108,Season Premiere,1,0,None,0.0,0,0,2,8,1,98.5
2025-08-21,SERIES,Original Series,10492,11884.5,11755,None,0,0,None,0.0,0,0,3,8,0,98.48
2025-08-22,SERIES,Original Series,11657,13289.3,13068,None,0,0,None,0.0,0,0,4,8,0,98.45
