date,content_id,watch_hours,release_active,marketing_campaign,festival,holiday,competitor_major_release
2026-04-10,CONTENT_001,3938.07,0,0,0,0,1
2026-04-11,CONTENT_001,4645.06,0,0,0,0,1
2026-04-12,CONTENT_001,4394.7,0,0,0,0,1
2026-04-13,CONTENT_001,4399.43,0,0,0,0,0
2026-04-14,CONTENT_001,4229.07,0,0,0,0,0
2026-04-15,CONTENT_001,4256.23,0,0,0,0,0
2026-04-16,CONTENT_001,3740.36,0,0,0,0,0
2026-04-17,CONTENT_001,3996.11,0,0,0,0,0
2026-04-18,CONTENT_001,4763.49,0,0,0,0,0
2026-04-19,CONTENT_001,4889.08,0,0,0,0,0
2026-04-20,CONTENT_001,4224.01,0,0,0,0,0
2026-04-21,CONTENT_001,4232.6,0,0,0,0,0
2026-04-22,CONTENT_001,4260.01,0,0,0,0,0
2026-04-23,CONTENT_001,4056.16,0,0,0,0,0
2026-04-24,CONTENT_001,4345.19,0,0,0,0,0
2026-04-25,CONTENT_001,5335.95,0,0,0,0,0
2026-04-26,CONTENT_001,4881.8,0,0,0,0,0
2026-04-27,CONTENT_001,4060.63,0,0,0,0,0
2026-04-28,CONTENT_001,4056.08,0,0,0,0,0
2026-04-29,CONTENT_001,4217.95,0,0,0,0,0
2026-04-30,CONTENT_001,4089.59,0,0,0,0,0
2026-05-01,CONTENT_001,4592.63,0,1,0,0,0
2026-05-02,CONTENT_001,5542.16,0,1,0,0,0
2026-05-03,CONTENT_001,6062.32,0,1,0,0,0
2026-05-04,CONTENT_001,5225.18,0,1,0,0,0
2026-05-05,CONTENT_001,5291.98,0,1,0,0,0
2026-05-06,CONTENT_001,5003.52,0,1,0,0,0
2026-05-07,CONTENT_001,4747.91,0,1,0,0,0
2026-05-08,CONTENT_001,4108.02,0,0,0,0,0
2026-05-09,CONTENT_001,4642.81,0,0,0,0,0
2026-05-10,CONTENT_001,4139.12,0,0,0,0,1
2026-05-11,CONTENT_001,3833.61,0,0,0,0,1
2026-05-12,CONTENT_001,3893.19,0,0,0,0,1
2026-05-13,CONTENT_001,4611.26,0,0,0,0,0
2026-05-14,CONTENT_001,4182.55,0,0,0,0,0
2026-05-15,CONTENT_001,3914.85,0,0,0,0,0
2026-05-16,CONTENT_001,4930.4,0,0,0,0,0
2026-05-17,CONTENT_001,4896.68,0,0,0,0,0
2026-05-18,CONTENT_001,4096.84,0,0,0,0,0
2026-05-19,CONTENT_001,4272.19,0,0,0,0,0
2026-05-20,CONTENT_001,3944.96,0,0,0,0,0
2026-05-21,CONTENT_001,4227.45,0,0,0,0,0
2026-05-22,CONTENT_001,4336.83,0,0,0,0,0
2026-05-23,CONTENT_001,5254.14,0,0,0,0,0
2026-05-24,CONTENT_001,5021.18,0,0,0,0,0
2026-05-25,CONTENT_001,4419.06,0,0,0,0,0
2026-05-26,CONTENT_001,4106.78,0,0,0,0,0
2026-05-27,CONTENT_001,4136.1,0,0,0,0,0
2026-05-28,CONTENT_001,4483.05,0,0,0,0,0
2026-05-29,CONTENT_001,3911.97,0,0,0,0,0
2026-05-30,CONTENT_001,4871.34,0,0,0,0,0
2026-05-31,CONTENT_001,5192.97,0,0,0,0,0
2026-06-01,CONTENT_001,4911.67,0,1,0,0,0
2026-06-02,CONTENT_001,4896.02,0,1,0,0,0
2026-06-03,CONTENT_001,4900.28,0,1,0,0,0
2026-06-04,CONTENT_001,4980.6,0,1,0,0,0
2026-06-05,CONTENT_001,5184.08,0,1,0,0,0
2026-06-06,CONTENT_001,6042.17,0,1,0,0,0
2026-06-07,CONTENT_001,5850.49,0,1,0,0,0
2026-06-08,CONTENT_001,4429.4,0,0,0,0,0
2026-06-09,CONTENT_001,4271.78,0,0,0,0,0
2026-06-10,CONTENT_001,3960.42,0,0,0,0,1
2026-06-11,CONTENT_001,3564.04,0,0,0,0,1
2026-06-12,CONTENT_001,4145.1,0,0,0,0,1
2026-06-13,CONTENT_001,5002.24,0,0,0,0,0
2026-06-14,CONTENT_001,4378.86,0,0,0,0,0
2026-06-15,CONTENT_001,4548.5,0,0,0,0,0
2026-06-16,CONTENT_001,4201.06,0,0,0,0,0
2026-06-17,CONTENT_001,4116.95,0,0,0,0,0
2026-06-18,CONTENT_001,4072.81,0,0,0,0,0
2026-06-19,CONTENT_001,4292.3,0,0,0,0,0
2026-06-20,CONTENT_001,4769.44,0,0,0,0,0
2026-06-21,CONTENT_001,4834.85,0,0,0,0,0
2026-06-22,CONTENT_001,4083.9,0,0,0,0,0
2026-06-23,CONTENT_001,4138.63,0,0,0,0,0
2026-06-24,CONTENT_001,4091.81,0,0,0,0,0
2026-06-25,CONTENT_001,4379.09,0,0,0,0,0
2026-06-26,CONTENT_001,4256.92,0,0,0,0,0
2026-06-27,CONTENT_001,5038.54,0,0,0,0,0
2026-06-28,CONTENT_001,5084.23,0,0,0,0,0
2026-06-29,CONTENT_001,4180.45,0,0,0,0,0
2026-06-30,CONTENT_001,3985.74,0,0,0,0,0
2026-07-01,CONTENT_001,5335.09,0,1,0,0,0
2026-07-02,CONTENT_001,5150.78,0,1,0,0,0
2026-07-03,CONTENT_001,5294.69,0,1,0,0,0
2026-07-04,CONTENT_001,6065.33,0,1,0,0,0
2026-07-05,CONTENT_001,5751.4,0,1,0,0,0
2026-07-06,CONTENT_001,4462.92,0,1,0,0,0
2026-07-07,CONTENT_001,4697.89,0,1,0,0,0
2026-07-08,CONTENT_001,4333.67,0,0,0,0,0
2026-07-09,CONTENT_001,4178.63,0,0,0,0,0
2026-07-10,CONTENT_001,3691.83,0,0,0,0,1
2026-07-11,CONTENT_001,3936.33,0,0,0,0,1
2026-07-12,CONTENT_001,4457.64,0,0,0,0,1
2026-07-13,CONTENT_001,3972.83,0,0,0,0,0
2026-07-14,CONTENT_001,4047.88,0,0,0,0,0
2026-07-15,CONTENT_001,4378.52,0,0,0,0,0
2026-07-16,CONTENT_001,3983.88,0,0,0,0,0
2026-07-17,CONTENT_001,4003.93,0,0,0,0,0
2026-07-18,CONTENT_001,4994.97,0,0,0,0,0
2026-07-19,CONTENT_001,5139.2,0,0,0,0,0
2026-07-20,CONTENT_001,4115.43,0,0,0,0,0
2026-07-21,CONTENT_001,4508.12,0,0,0,0,0
2026-07-22,CONTENT_001,3931.48,0,0,0,0,0
2026-07-23,CONTENT_001,3894.65,0,0,0,0,0
2026-07-24,CONTENT_001,3876.75,0,0,0,0,0
2026-07-25,CONTENT_001,4609.04,0,0,0,0,0
2026-07-26,CONTENT_001,5026.68,0,0,0,0,0
2026-07-27,CONTENT_001,3994.66,0,0,0,0,0
2026-07-28,CONTENT_001,3903.86,0,0,0,0,0
2026-07-29,CONTENT_001,4279.76,0,0,0,0,0
2026-07-30,CONTENT_001,4373.03,0,0,0,0,0
2026-07-31,CONTENT_001,4420.68,0,0,0,0,0
2026-08-01,CONTENT_001,6031.89,0,1,0,0,0
2026-08-02,CONTENT_001,5655.28,0,1,0,0,0
2026-08-03,CONTENT_001,5013.98,0,1,0,0,0
2026-08-04,CONTENT_001,5060.34,0,1,0,0,0
2026-08-05,CONTENT_001,4856.27,0,1,0,0,0
2026-08-06,CONTENT_001,4990.6,0,1,0,0,0
2026-08-07,CONTENT_001,4693.16,0,1,0,0,0
2026-08-08,CONTENT_001,4824.2,0,0,0,0,0
2026-08-09,CONTENT_001,5034.08,0,0,0,0,0
2026-08-10,CONTENT_001,4096.58,0,0,0,0,1
2026-08-11,CONTENT_001,4021.8,0,0,0,0,1
2026-08-12,CONTENT_001,3918.78,0,0,0,0,1
2026-08-13,CONTENT_001,4216.74,0,0,0,0,0
2026-08-14,CONTENT_001,4184.2,0,0,0,0,0
2026-08-15,CONTENT_001,5801.8,0,0,1,1,0
2026-08-16,CONTENT_001,5276.14,0,0,1,0,0
2026-08-17,CONTENT_001,4451.4,0,0,1,0,0
2026-08-18,CONTENT_001,4740.7,0,0,1,0,0
2026-08-19,CONTENT_001,4818.44,0,0,1,0,0
2026-08-20,CONTENT_001,4774.68,0,0,1,0,0
2026-08-21,CONTENT_001,4448.36,0,0,0,0,0
2026-08-22,CONTENT_001,4971.17,0,0,0,0,0
2026-08-23,CONTENT_001,4749.58,0,0,0,0,0
2026-08-24,CONTENT_001,4189.51,0,0,0,0,0
2026-08-25,CONTENT_001,4047.78,0,0,0,0,0
2026-08-26,CONTENT_001,4338.15,0,0,0,0,0
2026-08-27,CONTENT_001,4124.59,0,0,0,0,0
2026-08-28,CONTENT_001,4179.31,0,0,0,0,0
2026-08-29,CONTENT_001,5101.66,0,0,0,0,0
2026-08-30,CONTENT_001,4800.37,0,0,0,0,0
2026-08-31,CONTENT_001,4402.44,0,0,0,0,0
2026-09-01,CONTENT_001,4673.0,0,1,0,0,0
2025-01-01,CONTENT_002,6240.27,1,1,0,1,0
2025-01-02,CONTENT_002,5506.04,1,1,0,0,0
2025-01-03,CONTENT_002,5671.32,1,1,0,0,0
2025-01-04,CONTENT_002,6269.04,1,1,0,0,0
2025-01-05,CONTENT_002,6240.89,1,1,0,0,0
2025-01-06,CONTENT_002,5657.41,1,1,0,0,0
2025-01-07,CONTENT_002,5452.03,1,1,0,0,0
2025-01-08,CONTENT_002,4663.66,1,0,0,0,0
2025-01-09,CONTENT_002,4561.25,1,0,0,0,0
2025-01-10,CONTENT_002,4376.31,1,0,0,0,1
2025-01-11,CONTENT_002,5024.02,1,0,0,0,1
2025-01-12,CONTENT_002,5013.48,1,0,0,0,1
2025-01-13,CONTENT_002,4469.47,1,0,0,0,0
2025-01-14,CONTENT_002,4770.27,1,0,0,0,0
2025-01-15,CONTENT_002,3421.4,0,0,0,0,0
2025-01-16,CONTENT_002,3481.46,0,0,0,0,0
2025-01-17,CONTENT_002,3354.24,0,0,0,0,0
2025-01-18,CONTENT_002,4219.82,0,0,0,0,0
2025-01-19,CONTENT_002,4439.61,0,0,0,0,0
2025-01-20,CONTENT_002,3640.81,0,0,0,0,0
2025-01-21,CONTENT_002,3520.47,0,0,0,0,0
2025-01-22,CONTENT_002,3619.65,0,0,0,0,0
2025-01-23,CONTENT_002,3618.65,0,0,0,0,0
2025-01-24,CONTENT_002,3611.89,0,0,0,0,0
2025-01-25,CONTENT_002,4279.92,0,0,0,0,0
2025-01-26,CONTENT_002,4570.56,0,0,0,1,0
2025-01-27,CONTENT_002,3619.18,0,0,0,0,0
2025-01-28,CONTENT_002,3284.06,0,0,0,0,0
2025-01-29,CONTENT_002,3703.61,0,0,0,0,0
2025-01-30,CONTENT_002,3401.51,0,0,0,0,0
2025-01-31,CONTENT_002,3811.97,0,0,0,0,0
2025-02-01,CONTENT_002,4572.5,0,1,0,0,0
2025-02-02,CONTENT_002,5314.04,0,1,0,0,0
2025-02-03,CONTENT_002,3952.94,0,1,0,0,0
2025-02-04,CONTENT_002,4032.01,0,1,0,0,0
2025-02-05,CONTENT_002,4301.83,0,1,0,0,0
2025-02-06,CONTENT_002,4359.37,0,1,0,0,0
2025-02-07,CONTENT_002,4196.99,0,1,0,0,0
2025-02-08,CONTENT_002,4408.67,0,0,0,0,0
2025-02-09,CONTENT_002,4104.62,0,0,0,0,0
2025-02-10,CONTENT_002,3168.06,0,0,0,0,1
2025-02-11,CONTENT_002,3185.63,0,0,0,0,1
2025-02-12,CONTENT_002,3143.09,0,0,0,0,1
2025-02-13,CONTENT_002,3251.85,0,0,0,0,0
2025-02-14,CONTENT_002,3595.56,0,0,0,0,0
2025-02-15,CONTENT_002,4227.3,0,0,0,0,0
2025-02-16,CONTENT_002,4442.07,0,0,0,0,0
2025-02-17,CONTENT_002,3368.53,0,0,0,0,0
2025-02-18,CONTENT_002,3484.91,0,0,0,0,0
2025-02-19,CONTENT_002,3816.63,0,0,0,0,0
2025-02-20,CONTENT_002,3652.79,0,0,0,0,0
2025-02-21,CONTENT_002,3698.89,0,0,0,0,0
2025-02-22,CONTENT_002,4329.62,0,0,0,0,0
2025-02-23,CONTENT_002,4330.42,0,0,0,0,0
2025-02-24,CONTENT_002,3927.79,0,0,0,0,0
2025-02-25,CONTENT_002,3616.48,0,0,0,0,0
2025-02-26,CONTENT_002,3417.96,0,0,0,0,0
2025-02-27,CONTENT_002,3714.98,0,0,0,0,0
2025-02-28,CONTENT_002,3498.02,0,0,0,0,0
2025-03-01,CONTENT_002,4992.85,0,1,0,0,0
2025-03-02,CONTENT_002,5079.27,0,1,0,0,0
2025-03-03,CONTENT_002,4100.16,0,1,0,0,0
2025-03-04,CONTENT_002,4156.15,0,1,0,0,0
2025-03-05,CONTENT_002,4333.65,0,1,0,0,0
2025-03-06,CONTENT_002,4149.24,0,1,0,0,0
2025-03-07,CONTENT_002,4423.21,0,1,0,0,0
2025-03-08,CONTENT_002,4070.49,0,0,0,0,0
2025-03-09,CONTENT_002,4069.89,0,0,0,0,0
2025-03-10,CONTENT_002,3583.09,0,0,0,0,1
2025-03-11,CONTENT_002,2964.56,0,0,0,0,1
2025-03-12,CONTENT_002,3235.19,0,0,0,0,1
2025-03-13,CONTENT_002,3933.27,0,0,0,0,0
2025-03-14,CONTENT_002,3594.85,0,0,0,0,0
2025-03-15,CONTENT_002,4490.42,0,0,0,0,0
2025-03-16,CONTENT_002,4365.45,0,0,0,0,0
2025-03-17,CONTENT_002,3598.7,0,0,0,0,0
2025-03-18,CONTENT_002,3576.48,0,0,0,0,0
2025-03-19,CONTENT_002,3218.52,0,0,0,0,0
2025-03-20,CONTENT_002,3542.56,0,0,0,0,0
2025-03-21,CONTENT_002,3641.8,0,0,0,0,0
2025-03-22,CONTENT_002,4289.7,0,0,0,0,0
2025-03-23,CONTENT_002,4691.85,0,0,0,0,0
2025-03-24,CONTENT_002,3650.57,0,0,0,0,0
2025-03-25,CONTENT_002,3713.43,0,0,0,0,0
2025-03-26,CONTENT_002,3809.69,0,0,0,0,0
2025-03-27,CONTENT_002,3697.29,0,0,0,0,0
2025-03-28,CONTENT_002,3584.51,0,0,0,0,0
2025-03-29,CONTENT_002,4233.39,0,0,0,0,0
2025-03-30,CONTENT_002,4184.88,0,0,0,0,0
2025-03-31,CONTENT_002,3679.96,0,0,0,0,0
2025-04-01,CONTENT_002,5491.74,1,1,0,0,0
2025-04-02,CONTENT_002,4360.49,0,1,0,0,0
2025-04-03,CONTENT_002,4066.36,0,1,0,0,0
2025-04-04,CONTENT_002,4274.43,0,1,0,0,0
2025-04-05,CONTENT_002,5292.01,0,1,0,0,0
2025-04-06,CONTENT_002,4972.21,0,1,0,0,0
2025-04-07,CONTENT_002,4579.74,0,1,0,0,0
2025-04-08,CONTENT_002,3629.46,0,0,0,0,0
2025-04-09,CONTENT_002,3589.83,0,0,0,0,0
2025-04-10,CONTENT_002,3260.99,0,0,0,0,1
2025-04-11,CONTENT_002,3183.94,0,0,0,0,1
2025-04-12,CONTENT_002,3466.7,0,0,0,0,1
2025-04-13,CONTENT_002,4406.43,0,0,0,0,0
2025-04-14,CONTENT_002,3994.69,0,0,0,0,0
2025-04-15,CONTENT_002,3686.48,0,0,0,0,0
2025-04-16,CONTENT_002,3697.44,0,0,0,0,0
2025-04-17,CONTENT_002,3567.13,0,0,0,0,0
2025-04-18,CONTENT_002,3808.4,0,0,0,0,0
2025-04-19,CONTENT_002,4240.93,0,0,0,0,0
2025-04-20,CONTENT_002,4296.1,0,0,0,0,0
2025-04-21,CONTENT_002,3318.26,0,0,0,0,0
2025-04-22,CONTENT_002,3504.72,0,0,0,0,0
2025-04-23,CONTENT_002,3666.12,0,0,0,0,0
2025-04-24,CONTENT_002,3763.3,0,0,0,0,0
2025-04-25,CONTENT_002,3768.29,0,0,0,0,0
2025-04-26,CONTENT_002,3963.75,0,0,0,0,0
2025-04-27,CONTENT_002,3982.0,0,0,0,0,0
2025-04-28,CONTENT_002,3705.14,0,0,0,0,0
2025-04-29,CONTENT_002,3465.57,0,0,0,0,0
2025-04-30,CONTENT_002,3761.03,0,0,0,0,0
2025-05-01,CONTENT_002,3954.57,0,1,0,0,0
2025-05-02,CONTENT_002,4230.29,0,1,0,0,0
2025-05-03,CONTENT_002,5006.48,0,1,0,0,0
2025-05-04,CONTENT_002,5099.12,0,1,0,0,0
2025-05-05,CONTENT_002,4062.39,0,1,0,0,0
2025-05-06,CONTENT_002,3893.98,0,1,0,0,0
2025-05-07,CONTENT_002,4278.83,0,1,0,0,0
2025-05-08,CONTENT_002,3694.76,0,0,0,0,0
2025-05-09,CONTENT_002,3781.34,0,0,0,0,0
2025-05-10,CONTENT_002,3758.66,0,0,0,0,1
2025-05-11,CONTENT_002,3962.82,0,0,0,0,1
2025-05-12,CONTENT_002,3327.44,0,0,0,0,1
2025-05-13,CONTENT_002,3838.03,0,0,0,0,0
2025-05-14,CONTENT_002,3590.03,0,0,0,0,0
2025-05-15,CONTENT_002,3288.62,0,0,0,0,0
2025-05-16,CONTENT_002,3587.82,0,0,0,0,0
2025-05-17,CONTENT_002,4263.92,0,0,0,0,0
2025-05-18,CONTENT_002,4341.27,0,0,0,0,0
2025-05-19,CONTENT_002,3324.12,0,0,0,0,0
2025-05-20,CONTENT_002,3543.83,0,0,0,0,0
2025-05-21,CONTENT_002,3756.26,0,0,0,0,0
2025-05-22,CONTENT_002,3581.26,0,0,0,0,0
2025-05-23,CONTENT_002,3544.97,0,0,0,0,0
2025-05-24,CONTENT_002,4591.14,0,0,0,0,0
2025-05-25,CONTENT_002,4055.4,0,0,0,0,0
2025-05-26,CONTENT_002,3821.97,0,0,0,0,0
2025-05-27,CONTENT_002,3783.82,0,0,0,0,0
2025-05-28,CONTENT_002,3559.47,0,0,0,0,0
2025-05-29,CONTENT_002,3594.08,0,0,0,0,0
2025-05-30,CONTENT_002,3593.44,0,0,0,0,0
2025-05-31,CONTENT_002,4280.75,0,0,0,0,0
2025-06-01,CONTENT_002,4905.62,0,1,0,0,0
2025-06-02,CONTENT_002,4170.93,0,1,0,0,0
2025-06-03,CONTENT_002,4184.06,0,1,0,0,0
2025-06-04,CONTENT_002,4189.81,0,1,0,0,0
2025-06-05,CONTENT_002,4192.06,0,1,0,0,0
2025-06-06,CONTENT_002,3844.65,0,1,0,0,0
2025-06-07,CONTENT_002,5030.22,0,1,0,0,0
2025-06-08,CONTENT_002,4153.06,0,0,0,0,0
2025-06-09,CONTENT_002,3263.97,0,0,0,0,0
2025-06-10,CONTENT_002,3176.99,0,0,0,0,1
2025-06-11,CONTENT_002,3171.43,0,0,0,0,1
2025-06-12,CONTENT_002,3469.54,0,0,0,0,1
2025-06-13,CONTENT_002,3502.94,0,0,0,0,0
2025-06-14,CONTENT_002,4368.2,0,0,0,0,0
2025-06-15,CONTENT_002,4496.91,0,0,0,0,0
2025-06-16,CONTENT_002,3486.95,0,0,0,0,0
2025-06-17,CONTENT_002,3591.45,0,0,0,0,0
2025-06-18,CONTENT_002,3911.16,0,0,0,0,0
2025-06-19,CONTENT_002,3641.22,0,0,0,0,0
2025-06-20,CONTENT_002,3667.27,0,0,0,0,0
2025-06-21,CONTENT_002,4174.69,0,0,0,0,0
2025-06-22,CONTENT_002,4371.67,0,0,0,0,0
2025-06-23,CONTENT_002,3592.86,0,0,0,0,0
2025-06-24,CONTENT_002,3270.22,0,0,0,0,0
2025-06-25,CONTENT_002,3536.06,0,0,0,0,0
2025-06-26,CONTENT_002,3387.03,0,0,0,0,0
2025-06-27,CONTENT_002,3620.2,0,0,0,0,0
2025-06-28,CONTENT_002,4082.97,0,0,0,0,0
2025-06-29,CONTENT_002,4334.06,0,0,0,0,0
2025-06-30,CONTENT_002,4688.06,1,0,0,0,0
2025-07-01,CONTENT_002,4023.36,0,1,0,0,0
2025-07-02,CONTENT_002,4159.34,0,1,0,0,0
2025-07-03,CONTENT_002,4359.7,0,1,0,0,0
2025-07-04,CONTENT_002,4454.64,0,1,0,0,0
2025-07-05,CONTENT_002,4850.2,0,1,0,0,0
2025-07-06,CONTENT_002,4815.1,0,1,0,0,0
2025-07-07,CONTENT_002,4599.18,0,1,0,0,0
2025-07-08,CONTENT_002,3598.24,0,0,0,0,0
2025-07-09,CONTENT_002,3616.46,0,0,0,0,0
2025-07-10,CONTENT_002,3106.91,0,0,0,0,1
2025-07-11,CONTENT_002,3278.74,0,0,0,0,1
2025-07-12,CONTENT_002,4131.92,0,0,0,0,1
2025-07-13,CONTENT_002,4293.79,0,0,0,0,0
2025-07-14,CONTENT_002,3791.69,0,0,0,0,0
2025-07-15,CONTENT_002,3605.22,0,0,0,0,0
2025-07-16,CONTENT_002,3415.36,0,0,0,0,0
2025-07-17,CONTENT_002,3477.02,0,0,0,0,0
2025-07-18,CONTENT_002,3398.8,0,0,0,0,0
2025-07-19,CONTENT_002,4287.2,0,0,0,0,0
2025-07-20,CONTENT_002,4468.3,0,0,0,0,0
2025-07-21,CONTENT_002,3628.98,0,0,0,0,0
2025-07-22,CONTENT_002,3544.6,0,0,0,0,0
2025-07-23,CONTENT_002,3457.86,0,0,0,0,0
2025-07-24,CONTENT_002,3663.98,0,0,0,0,0
2025-07-25,CONTENT_002,3377.14,0,0,0,0,0
2025-07-26,CONTENT_002,4043.86,0,0,0,0,0
2025-07-27,CONTENT_002,4410.03,0,0,0,0,0
2025-07-28,CONTENT_002,3550.01,0,0,0,0,0
2025-07-29,CONTENT_002,3546.46,0,0,0,0,0
2025-07-30,CONTENT_002,3569.57,0,0,0,0,0
2025-07-31,CONTENT_002,3730.66,0,0,0,0,0
2025-08-01,CONTENT_002,4277.79,0,1,0,0,0
2025-08-02,CONTENT_002,4878.89,0,1,0,0,0
2025-08-03,CONTENT_002,4885.36,0,1,0,0,0
2025-08-04,CONTENT_002,4212.88,0,1,0,0,0
2025-08-05,CONTENT_002,4302.4,0,1,0,0,0
2025-08-06,CONTENT_002,4241.61,0,1,0,0,0
2025-08-07,CONTENT_002,4225.59,0,1,0,0,0
2025-08-08,CONTENT_002,3608.33,0,0,0,0,0
2025-08-09,CONTENT_002,4241.48,0,0,0,0,0
2025-08-10,CONTENT_002,3682.73,0,0,0,0,1
2025-08-11,CONTENT_002,3439.27,0,0,0,0,1
2025-08-12,CONTENT_002,3153.18,0,0,0,0,1
2025-08-13,CONTENT_002,3623.26,0,0,0,0,0
2025-08-14,CONTENT_002,3229.14,0,0,0,0,0
2025-08-15,CONTENT_002,4396.47,0,0,1,1,0
2025-08-16,CONTENT_002,4474.87,0,0,1,0,0
2025-08-17,CONTENT_002,4496.58,0,0,1,0,0
2025-08-18,CONTENT_002,4395.99,0,0,1,0,0
2025-08-19,CONTENT_002,4004.91,0,0,1,0,0
2025-08-20,CONTENT_002,4180.68,0,0,1,0,0
2025-08-21,CONTENT_002,3753.95,0,0,0,0,0
2025-08-22,CONTENT_002,3776.98,0,0,0,0,0
2025-08-23,CONTENT_002,4212.17,0,0,0,0,0
2025-08-24,CONTENT_002,4537.15,0,0,0,0,0
2025-08-25,CONTENT_002,3752.4,0,0,0,0,0
2025-08-26,CONTENT_002,3607.44,0,0,0,0,0
2025-08-27,CONTENT_002,3647.39,0,0,0,0,0
2025-08-28,CONTENT_002,3575.39,0,0,0,0,0
2025-08-29,CONTENT_002,3609.4,0,0,0,0,0
2025-08-30,CONTENT_002,4240.15,0,0,0,0,0
2025-08-31,CONTENT_002,4316.68,0,0,0,0,0
2025-09-01,CONTENT_002,4561.2,0,1,0,0,0
2025-09-02,CONTENT_002,4031.06,0,1,0,0,0
2025-09-03,CONTENT_002,4453.62,0,1,0,0,0
2025-09-04,CONTENT_002,4181.72,0,1,0,0,0
2025-09-05,CONTENT_002,4476.54,0,1,0,0,0
2025-09-06,CONTENT_002,4952.62,0,1,0,0,0
2025-09-07,CONTENT_002,5086.94,0,1,0,0,0
2025-09-08,CONTENT_002,3571.41,0,0,0,0,0
2025-09-09,CONTENT_002,3288.49,0,0,0,0,0
2025-09-10,CONTENT_002,3553.02,0,0,0,0,1
2025-09-11,CONTENT_002,3070.3,0,0,0,0,1
2025-09-12,CONTENT_002,3255.1,0,0,0,0,1
2025-09-13,CONTENT_002,4058.56,0,0,0,0,0
2025-09-14,CONTENT_002,4007.34,0,0,0,0,0
2025-09-15,CONTENT_002,3563.11,0,0,0,0,0
2025-09-16,CONTENT_002,3493.17,0,0,0,0,0
2025-09-17,CONTENT_002,3389.61,0,0,0,0,0
2025-09-18,CONTENT_002,3593.62,0,0,0,0,0
2025-09-19,CONTENT_002,3333.26,0,0,0,0,0
2025-09-20,CONTENT_002,4270.59,0,0,0,0,0
2025-09-21,CONTENT_002,4225.08,0,0,0,0,0
2025-09-22,CONTENT_002,3153.53,0,0,0,0,0
2025-09-23,CONTENT_002,3505.84,0,0,0,0,0
2025-09-24,CONTENT_002,3684.31,0,0,0,0,0
2025-09-25,CONTENT_002,3408.56,0,0,0,0,0
2025-09-26,CONTENT_002,3692.12,0,0,0,0,0
2025-09-27,CONTENT_002,4325.88,0,0,0,0,0
2025-09-28,CONTENT_002,5339.21,1,0,0,0,0
2025-09-29,CONTENT_002,3597.79,0,0,0,0,0
2025-09-30,CONTENT_002,3748.5,0,0,0,0,0
2025-10-01,CONTENT_002,4090.24,0,1,0,0,0
2025-10-02,CONTENT_002,4720.71,0,1,0,1,0
2025-10-03,CONTENT_002,4455.04,0,1,0,0,0
2025-10-04,CONTENT_002,4858.27,0,1,0,0,0
2025-10-05,CONTENT_002,5095.29,0,1,0,0,0
2025-10-06,CONTENT_002,4053.75,0,1,0,0,0
2025-10-07,CONTENT_002,4219.03,0,1,0,0,0
2025-10-08,CONTENT_002,3680.41,0,0,0,0,0
2025-10-09,CONTENT_002,3167.19,0,0,0,0,0
2025-10-10,CONTENT_002,3143.82,0,0,0,0,1
2025-10-11,CONTENT_002,3900.48,0,0,0,0,1
2025-10-12,CONTENT_002,3863.85,0,0,0,0,1
2025-10-13,CONTENT_002,3505.97,0,0,0,0,0
2025-10-14,CONTENT_002,3401.18,0,0,0,0,0
2025-10-15,CONTENT_002,3713.12,0,0,0,0,0
2025-10-16,CONTENT_002,3541.97,0,0,0,0,0
2025-10-17,CONTENT_002,3698.16,0,0,0,0,0
2025-10-18,CONTENT_002,4316.44,0,0,0,0,0
2025-10-19,CONTENT_002,4167.46,0,0,0,0,0
2025-10-20,CONTENT_002,4153.06,0,0,1,0,0
2025-10-21,CONTENT_002,3853.03,0,0,1,0,0
2025-10-22,CONTENT_002,4174.28,0,0,1,0,0
2025-10-23,CONTENT_002,4197.83,0,0,1,0,0
2025-10-24,CONTENT_002,4149.02,0,0,1,0,0
2025-10-25,CONTENT_002,4640.3,0,0,1,0,0
2025-10-26,CONTENT_002,5131.27,0,0,1,0,0
2025-10-27,CONTENT_002,3987.33,0,0,1,0,0
2025-10-28,CONTENT_002,4003.39,0,0,1,0,0
2025-10-29,CONTENT_002,3956.03,0,0,1,0,0
2025-10-30,CONTENT_002,3756.64,0,0,1,0,0
2025-10-31,CONTENT_002,3833.11,0,0,0,0,0
2025-11-01,CONTENT_002,4909.61,0,1,0,0,0
2025-11-02,CONTENT_002,5178.17,0,1,0,0,0
2025-11-03,CONTENT_002,4456.72,0,1,0,0,0
2025-11-04,CONTENT_002,4356.6,0,1,0,0,0
2025-11-05,CONTENT_002,4123.45,0,1,0,0,0
2025-11-06,CONTENT_002,4186.61,0,1,0,0,0
2025-11-07,CONTENT_002,3766.13,0,1,0,0,0
2025-11-08,CONTENT_002,4227.04,0,0,0,0,0
2025-11-09,CONTENT_002,4392.49,0,0,0,0,0
2025-11-10,CONTENT_002,3197.25,0,0,0,0,1
2025-11-11,CONTENT_002,3133.79,0,0,0,0,1
2025-11-12,CONTENT_002,3186.41,0,0,0,0,1
2025-11-13,CONTENT_002,3818.77,0,0,0,0,0
2025-11-14,CONTENT_002,3590.21,0,0,0,0,0
2025-11-15,CONTENT_002,4582.42,0,0,0,0,0
2025-11-16,CONTENT_002,4145.27,0,0,0,0,0
