date,product_name,units_sold,revenue,temperature_c,footfall_index,festival,holiday,promotion_active
2026-02-26,Vanilla,1533,64956.16,31.8,109,0,0,0
2026-02-27,Vanilla,1558,61761.0,32.6,110,0,0,0
2026-02-28,Vanilla,1703,72573.89,30.8,123,0,0,0
2026-03-01,Vanilla,1763,74584.51,32.3,134,0,0,0
2026-03-02,Vanilla,1554,59847.56,31.3,105,0,0,0
2026-03-03,Vanilla,1604,67993.1,33.4,115,0,0,0
2026-03-04,Vanilla,1595,61545.3,34.7,106,0,0,0
2026-03-05,Vanilla,1554,65563.1,34.1,107,0,0,0
2026-03-06,Vanilla,1615,64587.77,32.4,105,0,0,0
2026-03-07,Vanilla,1853,83170.83,34.9,120,0,0,0
2026-03-08,Vanilla,1867,76931.77,35.0,126,0,0,0
2026-03-09,Vanilla,1607,67419.68,33.5,107,0,0,0
2026-03-10,Vanilla,1546,67053.01,33.1,102,0,0,0
2026-03-11,Vanilla,1503,63377.04,31.4,107,0,0,0
2026-03-12,Vanilla,1660,66453.61,33.0,113,0,0,0
2026-03-13,Vanilla,1591,67570.93,34.6,104,0,0,0
2026-03-14,Vanilla,1835,75366.35,32.9,129,0,0,0
2026-03-15,Vanilla,1933,83009.19,32.7,123,0,0,0
2026-03-16,Vanilla,1654,69642.71,36.3,117,0,0,0
2026-03-17,Vanilla,1525,61631.76,32.0,105,0,0,0
2026-03-18,Vanilla,1500,64894.79,32.2,107,0,0,0
2026-03-19,Vanilla,1606,67625.49,32.4,119,0,0,0
2026-03-20,Vanilla,1684,71478.01,31.9,115,0,0,0
2026-03-21,Vanilla,1773,78355.13,31.8,127,0,0,0
2026-03-22,Vanilla,1778,72053.23,35.1,126,0,0,0
2026-03-23,Vanilla,1756,69558.64,34.9,113,0,0,0
2026-03-24,Vanilla,1548,64997.65,34.4,112,0,0,0
2026-03-25,Vanilla,1513,62806.83,34.3,107,0,0,0
2026-03-26,Vanilla,1583,65434.07,33.5,107,0,0,0
2026-03-27,Vanilla,1622,67127.32,33.9,110,0,0,0
2026-03-28,Vanilla,1919,80596.38,34.1,118,0,0,0
2026-03-29,Vanilla,1802,70348.73,34.0,130,0,0,0
2026-03-30,Vanilla,1663,68693.22,34.4,108,0,0,0
2026-03-31,Vanilla,1715,71359.02,35.0,112,0,0,0
2026-04-01,Vanilla,1658,71239.02,30.8,111,0,0,0
2026-04-02,Vanilla,1679,74443.88,32.7,111,0,0,0
2026-04-03,Vanilla,1658,69778.78,32.7,107,0,0,0
2026-04-04,Vanilla,1920,80893.33,32.3,128,0,0,0
2026-04-05,Vanilla,2030,82517.39,34.3,125,0,0,0
2026-04-06,Vanilla,1683,66905.88,33.1,108,0,0,0
2026-04-07,Vanilla,1565,63104.78,32.0,100,0,0,0
2026-04-08,Vanilla,1597,67628.04,33.4,111,0,0,0
2026-04-09,Vanilla,1678,68734.4,33.5,111,0,0,0
2026-04-10,Vanilla,1683,67159.37,33.7,112,0,0,0
2026-04-11,Vanilla,2032,88465.45,34.9,122,0,0,0
2026-04-12,Vanilla,1926,82852.26,34.3,127,0,0,0
2026-04-13,Vanilla,1696,69802.76,33.3,109,0,0,0
2026-04-14,Vanilla,1530,60063.83,32.9,103,0,0,0
2026-04-15,Vanilla,1802,71288.69,34.9,115,0,0,0
2026-04-16,Vanilla,1665,70183.36,34.9,113,0,0,0
2026-04-17,Vanilla,1499,63406.88,30.8,109,0,0,0
2026-04-18,Vanilla,1934,78956.0,31.4,128,0,0,0
2026-04-19,Vanilla,1816,74687.74,32.0,117,0,0,0
2026-04-20,Vanilla,1560,63002.78,31.3,109,0,0,0
2026-04-21,Vanilla,1681,70274.14,32.8,112,0,0,0
2026-04-22,Vanilla,1650,69664.62,34.5,103,0,0,0
2026-04-23,Vanilla,1577,67439.98,32.9,109,0,0,0
2026-04-24,Vanilla,1697,63516.25,34.3,96,0,0,0
2026-04-25,Vanilla,1888,75143.76,32.5,129,0,0,0
2026-04-26,Vanilla,1754,76638.38,31.8,129,0,0,0
2026-04-27,Vanilla,1578,63868.23,33.3,103,0,0,0
2026-04-28,Vanilla,1565,64782.57,34.6,110,0,0,0
2026-04-29,Vanilla,1531,67986.11,32.0,112,0,0,0
2026-04-30,Vanilla,1569,64011.39,33.2,102,0,0,0
2026-05-01,Vanilla,1788,69248.26,31.2,107,0,0,1
2026-05-02,Vanilla,2145,87164.96,32.5,118,0,0,1
2026-05-03,Vanilla,2252,95412.86,31.7,133,0,0,1
2026-05-04,Vanilla,1847,74735.54,30.3,104,0,0,1
2026-05-05,Vanilla,1922,79034.41,34.3,102,0,0,1
2026-05-06,Vanilla,1899,79085.38,33.1,104,0,0,1
2026-05-07,Vanilla,1912,80049.86,31.7,109,0,0,1
2026-05-08,Vanilla,1606,66713.17,32.1,110,0,0,0
2026-05-09,Vanilla,1842,79491.11,32.8,131,0,0,0
2026-05-10,Vanilla,1925,82261.03,29.7,125,0,0,0
2026-05-11,Vanilla,1621,67469.11,32.8,104,0,0,0
2026-05-12,Vanilla,1598,65276.98,31.2,105,0,0,0
2026-05-13,Vanilla,1592,68166.23,31.1,101,0,0,0
2026-05-14,Vanilla,1646,70099.88,32.6,110,0,0,0
2026-05-15,Vanilla,1588,71970.11,32.6,106,0,0,0
2026-05-16,Vanilla,1884,79839.74,31.4,121,0,0,0
2026-05-17,Vanilla,1833,73931.49,29.9,128,0,0,0
2026-05-18,Vanilla,1577,70437.93,33.7,108,0,0,0
2026-05-19,Vanilla,1741,73538.01,32.8,106,0,0,0
2026-05-20,Vanilla,1633,69753.44,31.7,103,0,0,0
2026-05-21,Vanilla,1599,66990.59,31.7,102,0,0,0
2026-05-22,Vanilla,1565,59622.07,29.6,99,0,0,0
2026-05-23,Vanilla,1960,80869.2,31.8,121,0,0,0
2026-05-24,Vanilla,1897,81770.67,32.4,121,0,0,0
2026-05-25,Vanilla,1522,64596.56,30.6,109,0,0,0
2026-05-26,Vanilla,1769,72272.21,32.6,107,0,0,0
2026-05-27,Vanilla,1566,66941.62,29.0,101,0,0,0
2026-05-28,Vanilla,1625,65264.78,31.2,100,0,0,0
2026-05-29,Vanilla,1700,72886.93,32.7,116,0,0,0
2026-05-30,Vanilla,1755,70832.95,30.1,115,0,0,0
2026-05-31,Vanilla,1829,77859.67,28.5,129,0,0,0
2026-06-01,Vanilla,1628,68297.03,30.1,103,0,0,0
2026-06-02,Vanilla,1568,62546.94,31.3,103,0,0,0
2026-06-03,Vanilla,1495,59905.85,27.4,103,0,0,0
2026-06-04,Vanilla,1419,57650.16,30.2,104,0,0,0
2026-06-05,Vanilla,1508,63694.41,30.8,105,0,0,0
2026-06-06,Vanilla,1882,77722.9,31.6,125,0,0,0
2026-06-07,Vanilla,1819,78115.33,29.0,123,0,0,0
2026-06-08,Vanilla,1582,68306.07,30.1,107,0,0,0
2026-06-09,Vanilla,1451,64301.41,31.1,100,0,0,0
2026-06-10,Vanilla,1486,64132.51,30.0,96,0,0,0
2026-06-11,Vanilla,1627,65778.1,29.1,101,0,0,0
2026-06-12,Vanilla,1546,66083.02,28.2,104,0,0,0
2026-06-13,Vanilla,1885,78437.09,30.7,121,0,0,0
2026-06-14,Vanilla,1822,78635.35,29.3,121,0,0,0
2026-06-15,Vanilla,1504,63320.67,29.9,103,0,0,0
2026-06-16,Vanilla,1689,69611.02,28.9,103,0,0,0
2026-06-17,Vanilla,1572,71536.64,29.5,106,0,0,0
2026-06-18,Vanilla,1464,60716.05,28.2,103,0,0,0
2026-06-19,Vanilla,1571,68949.1,29.0,105,0,0,0
2026-06-20,Vanilla,1959,83436.47,28.4,118,0,0,0
2026-06-21,Vanilla,1670,72486.11,27.3,117,0,0,0
2026-06-22,Vanilla,1501,64688.96,27.7,102,0,0,0
2026-06-23,Vanilla,1481,63537.03,26.9,97,0,0,0
2026-06-24,Vanilla,1558,63697.6,28.5,98,0,0,0
2026-06-25,Vanilla,1564,67174.01,27.1,97,0,0,0
2026-06-26,Vanilla,1741,68658.36,28.7,106,0,0,0
2026-06-27,Vanilla,1655,66834.9,26.6,116,0,0,0
2026-06-28,Vanilla,1743,73341.17,27.1,114,0,0,0
2026-06-29,Vanilla,1564,64811.98,28.1,103,0,0,0
2026-06-30,Vanilla,1450,58719.83,30.5,101,0,0,0
2026-07-01,Vanilla,1425,58848.74,24.6,100,0,0,0
2026-07-02,Vanilla,1623,65899.3,30.1,102,0,0,0
2026-07-03,Vanilla,1457,57137.03,25.4,100,0,0,0
2026-07-04,Vanilla,1710,69733.65,26.5,118,0,0,0
2026-07-05,Vanilla,1708,73285.48,25.9,117,0,0,0
2026-07-06,Vanilla,1480,63131.6,28.2,98,0,0,0
2026-07-07,Vanilla,1543,67073.25,27.4,98,0,0,0
2026-07-08,Vanilla,1485,62400.96,28.3,106,0,0,0
2026-07-09,Vanilla,1419,56435.98,26.2,99,0,0,0
2026-07-10,Vanilla,1460,59581.04,26.2,96,0,0,0
2026-07-11,Vanilla,1692,72534.22,24.3,118,0,0,0
2026-07-12,Vanilla,1841,74346.31,29.1,118,0,0,0
2026-07-13,Vanilla,1393,56324.68,23.8,105,0,0,0
2026-07-14,Vanilla,1385,57536.42,25.6,98,0,0,0
2026-07-15,Vanilla,1386,60171.65,27.3,95,0,0,0
2026-07-16,Vanilla,1344,54946.84,26.1,96,0,0,0
2026-07-17,Vanilla,1384,57952.54,25.2,103,0,0,0
2026-07-18,Vanilla,1746,70235.16,26.2,106,0,0,0
2026-07-19,Vanilla,1774,75974.01,25.5,117,0,0,0
2026-07-20,Vanilla,1432,59725.18,21.4,94,0,0,0
2026-07-21,Vanilla,1501,62559.56,25.5,101,0,0,0
2026-07-22,Vanilla,1456,58770.46,21.9,96,0,0,0
2026-07-23,Vanilla,1470,54984.37,25.5,101,0,0,0
2026-07-24,Vanilla,1424,55569.87,22.6,105,0,0,0
2026-07-25,Vanilla,1792,76008.46,26.2,115,0,0,0
2026-07-26,Vanilla,1733,78706.18,24.9,116,0,0,0
2026-07-27,Vanilla,1457,63688.71,25.6,90,0,0,0
2026-07-28,Vanilla,1530,66389.17,25.8,95,0,0,0
2026-07-29,Vanilla,1460,60649.6,27.8,93,0,0,0
2026-07-30,Vanilla,1231,50899.33,23.1,93,0,0,0
2026-07-31,Vanilla,1561,65593.32,24.3,94,0,0,0
2026-08-01,Vanilla,1757,74529.94,25.5,115,0,0,0
2026-08-02,Vanilla,1731,73653.18,25.5,114,0,0,0
2026-08-03,Vanilla,1595,66343.08,23.0,97,0,0,0
2026-08-04,Vanilla,1532,64370.92,23.9,101,0,0,0
2026-08-05,Vanilla,1289,56980.12,19.6,98,0,0,0
2026-08-06,Vanilla,1387,55024.01,23.3,100,0,0,0
2026-08-07,Vanilla,1401,59019.92,23.4,95,0,0,0
2026-08-08,Vanilla,1829,79133.34,27.0,117,0,0,0
2026-08-09,Vanilla,1536,64077.5,25.0,112,0,0,0
2026-08-10,Vanilla,1665,68202.31,23.9,91,0,0,1
2026-08-11,Vanilla,1752,75217.57,24.9,98,0,0,1
2026-08-12,Vanilla,1616,62572.06,22.4,96,0,0,1
2026-08-13,Vanilla,1783,79088.54,22.6,96,0,0,1
2026-08-14,Vanilla,1653,70616.99,24.7,91,0,0,1
2026-08-15,Vanilla,2603,107811.88,26.0,118,1,1,1
2026-08-16,Vanilla,2124,88448.34,20.8,116,1,0,1
2026-08-17,Vanilla,1581,60617.32,21.9,101,1,0,0
2026-08-18,Vanilla,1572,65819.55,22.7,91,1,0,0
2026-08-19,Vanilla,1487,61300.8,21.5,97,1,0,0
2026-08-20,Vanilla,1317,56634.73,22.8,92,0,0,0
2026-08-21,Vanilla,1301,56019.7,23.4,94,0,0,0
2026-08-22,Vanilla,1627,65503.41,19.2,113,0,0,0
2026-08-23,Vanilla,1636,70156.68,20.9,111,0,0,0
2026-08-24,Vanilla,1471,60242.84,20.8,98,0,0,0
2026-08-25,Vanilla,1434,59465.28,20.1,87,0,0,0
2026-08-26,Vanilla,1368,60689.29,17.8,91,0,0,0
2026-08-27,Vanilla,1494,65788.51,18.7,88,0,0,0
2026-08-28,Vanilla,1472,56685.76,20.1,91,0,0,0
2026-08-29,Vanilla,1787,73886.03,18.4,110,0,0,0
2026-08-30,Vanilla,1849,76058.11,21.2,116,0,0,0
2026-08-31,Vanilla,1361,59259.81,21.0,100,0,0,0
2026-09-01,Vanilla,1424,57761.69,19.4,94,0,0,0
2025-01-01,Chocolate,1170,52422.31,25.5,101,0,1,0
2025-01-02,Chocolate,969,44680.14,27.2,102,0,0,0
2025-01-03,Chocolate,1048,46439.9,28.5,111,0,0,0
2025-01-04,Chocolate,1201,53318.7,28.5,122,0,0,0
2025-01-05,Chocolate,1185,53484.25,28.3,115,0,0,0
2025-01-06,Chocolate,942,39681.85,29.1,98,0,0,0
2025-01-07,Chocolate,977,42222.7,25.8,96,0,0,0
2025-01-08,Chocolate,983,46185.03,26.8,98,0,0,0
2025-01-09,Chocolate,1029,45636.31,29.0,101,0,0,0
2025-01-10,Chocolate,1003,45189.89,28.6,104,0,0,0
2025-01-11,Chocolate,1206,53763.36,25.2,120,0,0,0
2025-01-12,Chocolate,1285,57755.95,31.0,116,0,0,0
2025-01-13,Chocolate,1053,48724.35,28.3,101,0,0,0
2025-01-14,Chocolate,1138,50012.08,30.6,102,0,0,0
2025-01-15,Chocolate,1133,54741.98,29.8,99,0,0,0
2025-01-16,Chocolate,1001,46894.66,28.6,93,0,0,0
2025-01-17,Chocolate,1139,52082.69,29.7,103,0,0,0
2025-01-18,Chocolate,1385,63070.4,30.8,124,0,0,0
2025-01-19,Chocolate,1239,58927.03,30.5,119,0,0,0
2025-01-20,Chocolate,1092,48179.29,29.6,106,0,0,0
2025-01-21,Chocolate,1122,47609.59,29.4,108,0,0,0
2025-01-22,Chocolate,1077,45556.33,29.2,110,0,0,0
2025-01-23,Chocolate,1134,50398.22,32.4,106,0,0,0
2025-01-24,Chocolate,1173,53738.99,31.3,101,0,0,0
2025-01-25,Chocolate,1269,59095.38,30.2,122,0,0,0
2025-01-26,Chocolate,1409,64739.12,28.6,115,0,1,0
2025-01-27,Chocolate,1089,50291.35,30.7,105,0,0,0
2025-01-28,Chocolate,1069,51345.1,30.1,102,0,0,0
2025-01-29,Chocolate,956,42864.79,27.6,106,0,0,0
2025-01-30,Chocolate,1088,48339.78,29.7,95,0,0,0
2025-01-31,Chocolate,1138,53753.64,27.3,107,0,0,0
2025-02-01,Chocolate,1382,65677.58,31.1,122,0,0,0
2025-02-02,Chocolate,1331,60772.49,32.4,118,0,0,0
2025-02-03,Chocolate,1199,55105.93,28.1,106,0,0,0
2025-02-04,Chocolate,1150,52407.69,33.1,105,0,0,0
2025-02-05,Chocolate,1157,54446.7,29.7,101,0,0,0
2025-02-06,Chocolate,1096,49878.65,29.6,109,0,0,0
2025-02-07,Chocolate,1149,54135.41,31.9,109,0,0,0
2025-02-08,Chocolate,1282,61841.1,31.7,125,0,0,0
2025-02-09,Chocolate,1245,54488.6,32.1,126,0,0,0
2025-02-10,Chocolate,1052,48978.42,33.3,106,0,0,0
2025-02-11,Chocolate,1126,51015.75,30.7,111,0,0,0
2025-02-12,Chocolate,1096,48996.96,33.4,102,0,0,0
2025-02-13,Chocolate,1044,48269.95,33.0,100,0,0,0
2025-02-14,Chocolate,1007,44289.4,30.9,104,0,0,0
2025-02-15,Chocolate,1299,61684.4,31.9,127,0,0,0
2025-02-16,Chocolate,1396,63262.8,31.0,121,0,0,0
2025-02-17,Chocolate,1207,56969.56,31.2,105,0,0,0
2025-02-18,Chocolate,1129,49134.8,30.9,106,0,0,0
2025-02-19,Chocolate,1214,56828.72,32.1,106,0,0,0
2025-02-20,Chocolate,1179,52020.09,31.8,105,0,0,0
2025-02-21,Chocolate,1111,48400.43,33.3,106,0,0,0
2025-02-22,Chocolate,1492,65990.48,34.6,124,0,0,0
2025-02-23,Chocolate,1332,56148.17,33.0,134,0,0,0
2025-02-24,Chocolate,1184,52239.41,34.5,103,0,0,0
2025-02-25,Chocolate,1148,52434.58,33.1,103,0,0,0
2025-02-26,Chocolate,1108,47485.31,31.2,104,0,0,0
2025-02-27,Chocolate,1132,50479.2,32.2,107,0,0,0
2025-02-28,Chocolate,1200,56584.76,32.9,104,0,0,0
2025-03-01,Chocolate,1345,61262.37,32.3,127,0,0,0
2025-03-02,Chocolate,1323,60435.95,35.4,127,0,0,0
2025-03-03,Chocolate,1263,55527.58,34.9,106,0,0,0
2025-03-04,Chocolate,1032,46068.83,30.9,108,0,0,0
2025-03-05,Chocolate,1114,48405.47,35.1,99,0,0,0
2025-03-06,Chocolate,1255,58271.56,33.1,106,0,0,0
2025-03-07,Chocolate,1219,53278.87,34.0,108,0,0,0
2025-03-08,Chocolate,1444,67549.18,34.6,121,0,0,0
2025-03-09,Chocolate,1412,57479.3,33.7,125,0,0,0
2025-03-10,Chocolate,1189,54765.1,33.9,107,0,0,0
2025-03-11,Chocolate,1163,52452.85,33.4,103,0,0,0
2025-03-12,Chocolate,1254,54387.17,33.7,108,0,0,0
2025-03-13,Chocolate,1107,50113.3,33.8,113,0,0,0
2025-03-14,Chocolate,1117,49980.92,32.7,106,0,0,0
2025-03-15,Chocolate,1368,58888.43,36.4,121,0,0,0
2025-03-16,Chocolate,1444,64107.57,36.3,124,0,0,0
2025-03-17,Chocolate,1310,61685.42,32.3,107,0,0,0
2025-03-18,Chocolate,1131,47881.39,32.5,110,0,0,0
2025-03-19,Chocolate,1301,57628.06,35.3,112,0,0,0
2025-03-20,Chocolate,1225,54401.69,33.6,111,0,0,0
2025-03-21,Chocolate,1219,52665.21,31.4,108,0,0,0
2025-03-22,Chocolate,1473,68211.63,34.8,127,0,0,0
2025-03-23,Chocolate,1330,61623.81,32.8,119,0,0,0
2025-03-24,Chocolate,1072,51058.26,33.1,105,0,0,0
2025-03-25,Chocolate,1293,59303.53,35.2,111,0,0,0
2025-03-26,Chocolate,1170,57273.97,33.6,107,0,0,0
2025-03-27,Chocolate,1242,54006.75,34.8,106,0,0,0
2025-03-28,Chocolate,1269,59134.09,36.2,105,0,0,0
2025-03-29,Chocolate,1426,64049.27,34.6,126,0,0,0
2025-03-30,Chocolate,1474,66090.03,33.1,124,0,0,0
2025-03-31,Chocolate,1245,57286.7,32.8,106,0,0,0
2025-04-01,Chocolate,1255,55263.5,34.8,107,0,0,0
2025-04-02,Chocolate,1265,55061.83,33.6,112,0,0,0
2025-04-03,Chocolate,1288,54259.13,32.7,108,0,0,0
2025-04-04,Chocolate,1164,51743.71,34.4,102,0,0,0
2025-04-05,Chocolate,1395,61654.98,33.4,124,0,0,0
2025-04-06,Chocolate,1422,65788.49,31.8,129,0,0,0
2025-04-07,Chocolate,1211,52621.82,31.7,109,0,0,0
2025-04-08,Chocolate,1319,63162.62,34.0,107,0,0,0
2025-04-09,Chocolate,1139,52930.48,31.5,118,0,0,0
2025-04-10,Chocolate,1256,56317.41,35.4,104,0,0,0
2025-04-11,Chocolate,1301,58692.14,34.8,109,0,0,0
2025-04-12,Chocolate,1461,67348.77,33.6,130,0,0,0
2025-04-13,Chocolate,1349,59448.77,32.9,122,0,0,0
2025-04-14,Chocolate,1237,58320.07,35.0,112,0,0,0
2025-04-15,Chocolate,1205,57072.49,35.9,109,0,0,0
2025-04-16,Chocolate,1192,52049.05,33.7,108,0,0,0
2025-04-17,Chocolate,1132,56135.08,31.6,110,0,0,0
2025-04-18,Chocolate,1196,56563.59,32.1,103,0,0,0
2025-04-19,Chocolate,1318,57970.56,33.8,128,0,0,0
2025-04-20,Chocolate,1363,56749.54,32.1,118,0,0,0
2025-04-21,Chocolate,1118,50974.78,31.7,105,0,0,0
2025-04-22,Chocolate,1274,59510.09,34.1,111,0,0,0
2025-04-23,Chocolate,1244,56244.33,33.6,109,0,0,0
2025-04-24,Chocolate,1147,52340.39,32.9,106,0,0,0
2025-04-25,Chocolate,1160,50093.91,33.3,105,0,0,0
2025-04-26,Chocolate,1396,64513.1,34.9,126,0,0,0
2025-04-27,Chocolate,1436,63463.09,32.5,120,0,0,0
2025-04-28,Chocolate,1264,56917.99,32.7,107,0,0,0
2025-04-29,Chocolate,1151,55054.5,31.5,109,0,0,0
2025-04-30,Chocolate,1201,57548.19,33.2,98,0,0,0
2025-05-01,Chocolate,1442,66862.99,35.5,114,0,0,1
2025-05-02,Chocolate,1326,58388.18,32.0,108,0,0,1
2025-05-03,Chocolate,1696,77024.23,32.0,128,0,0,1
2025-05-04,Chocolate,1559,72188.74,31.0,124,0,0,1
2025-05-05,Chocolate,1429,58432.81,34.7,111,0,0,1
2025-05-06,Chocolate,1354,59405.28,30.2,112,0,0,1
2025-05-07,Chocolate,1491,66438.8,35.2,112,0,0,1
2025-05-08,Chocolate,1292,58958.74,32.5,107,0,0,0
2025-05-09,Chocolate,1164,53697.99,33.7,111,0,0,0
2025-05-10,Chocolate,1232,53558.52,32.1,114,0,0,0
2025-05-11,Chocolate,1429,68486.85,33.3,125,0,0,0
2025-05-12,Chocolate,1176,51621.21,30.5,106,0,0,0
2025-05-13,Chocolate,1258,55323.79,32.4,100,0,0,0
2025-05-14,Chocolate,1310,58845.26,35.3,106,0,0,0
2025-05-15,Chocolate,1190,54117.63,32.1,104,0,0,0
2025-05-16,Chocolate,1130,54747.93,30.9,105,0,0,0
2025-05-17,Chocolate,1396,63362.95,31.9,130,0,0,0
2025-05-18,Chocolate,1351,64009.04,30.0,122,0,0,0
2025-05-19,Chocolate,1246,59111.61,32.2,111,0,0,0
2025-05-20,Chocolate,1182,51831.06,31.7,115,0,0,0
2025-05-21,Chocolate,1223,54422.06,29.9,115,0,0,0
2025-05-22,Chocolate,1340,57188.86,33.5,108,0,0,0
2025-05-23,Chocolate,1050,48920.02,31.1,103,0,0,0
2025-05-24,Chocolate,1517,67461.19,31.0,126,0,0,0
2025-05-25,Chocolate,1422,62781.2,30.7,123,0,0,0
2025-05-26,Chocolate,1191,49942.09,30.3,109,0,0,0
2025-05-27,Chocolate,1179,51707.06,29.3,111,0,0,0
2025-05-28,Chocolate,1210,51984.75,30.8,105,0,0,0
2025-05-29,Chocolate,1143,52415.45,29.7,106,0,0,0
2025-05-30,Chocolate,1201,54922.0,29.0,106,0,0,0
2025-05-31,Chocolate,1318,59167.66,30.9,122,0,0,0
2025-06-01,Chocolate,1350,59753.2,32.5,122,0,0,0
2025-06-02,Chocolate,1192,54574.84,30.8,103,0,0,0
2025-06-03,Chocolate,1261,54977.89,31.7,110,0,0,0
2025-06-04,Chocolate,1105,47838.22,28.9,103,0,0,0
2025-06-05,Chocolate,1099,48934.42,29.5,102,0,0,0
2025-06-06,Chocolate,1336,60461.7,31.9,104,0,0,0
2025-06-07,Chocolate,1354,61814.0,29.5,121,0,0,0
2025-06-08,Chocolate,1455,65928.42,33.0,118,0,0,0
2025-06-09,Chocolate,1187,51888.8,27.4,106,0,0,0
2025-06-10,Chocolate,1053,49040.36,29.6,96,0,0,0
2025-06-11,Chocolate,1133,50097.16,28.8,98,0,0,0
2025-06-12,Chocolate,1069,46653.25,28.7,106,0,0,0
2025-06-13,Chocolate,1229,54078.96,29.5,107,0,0,0
2025-06-14,Chocolate,1461,63260.34,30.6,117,0,0,0
2025-06-15,Chocolate,1484,68096.28,31.1,118,0,0,0
2025-06-16,Chocolate,1146,53379.5,27.4,100,0,0,0
2025-06-17,Chocolate,1176,53152.49,28.7,102,0,0,0
2025-06-18,Chocolate,1098,51411.9,26.8,99,0,0,0
2025-06-19,Chocolate,1200,55347.86,31.0,105,0,0,0
2025-06-20,Chocolate,1057,45585.12,27.5,101,0,0,0
2025-06-21,Chocolate,1369,62726.44,28.9,120,0,0,0
2025-06-22,Chocolate,1325,60445.62,28.6,122,0,0,0
2025-06-23,Chocolate,1142,50242.84,27.1,103,0,0,0
2025-06-24,Chocolate,1081,46820.93,28.1,99,0,0,0
2025-06-25,Chocolate,1195,57310.16,29.8,105,0,0,0
2025-06-26,Chocolate,1128,51191.79,27.5,113,0,0,0
2025-06-27,Chocolate,1153,51687.98,27.1,102,0,0,0
2025-06-28,Chocolate,1376,60043.83,30.2,120,0,0,0
2025-06-29,Chocolate,1271,55714.65,28.0,118,0,0,0
2025-06-30,Chocolate,1092,47996.31,31.3,99,0,0,0
2025-07-01,Chocolate,1139,52411.0,27.1,102,0,0,0
2025-07-02,Chocolate,1033,45524.86,26.1,101,0,0,0
2025-07-03,Chocolate,1121,51602.9,25.6,95,0,0,0
2025-07-04,Chocolate,1169,49516.58,28.3,100,0,0,0
2025-07-05,Chocolate,1347,61382.84,28.0,118,0,0,0
2025-07-06,Chocolate,1184,54283.29,25.1,112,0,0,0
2025-07-07,Chocolate,1036,45496.09,27.5,94,0,0,0
2025-07-08,Chocolate,978,42804.37,25.8,94,0,0,0
2025-07-09,Chocolate,1067,49709.21,26.3,94,0,0,0
2025-07-10,Chocolate,1119,49652.94,24.1,98,0,0,0
2025-07-11,Chocolate,1058,49362.83,25.1,103,0,0,0
2025-07-12,Chocolate,1300,59124.88,26.5,115,0,0,0
2025-07-13,Chocolate,1289,57886.06,27.3,114,0,0,0
2025-07-14,Chocolate,1142,52188.82,26.7,94,0,0,0
2025-07-15,Chocolate,1206,56082.32,23.5,103,0,0,0
2025-07-16,Chocolate,1013,42782.86,27.5,98,0,0,0
2025-07-17,Chocolate,1014,45534.56,25.7,96,0,0,0
2025-07-18,Chocolate,1040,49155.4,26.1,92,0,0,0
2025-07-19,Chocolate,1225,56127.9,23.4,119,0,0,0
2025-07-20,Chocolate,1341,58028.57,26.6,119,0,0,0
2025-07-21,Chocolate,1096,49744.56,26.5,94,0,0,0
2025-07-22,Chocolate,1024,44006.6,25.4,99,0,0,0
2025-07-23,Chocolate,1149,51627.9,25.9,98,0,0,0
2025-07-24,Chocolate,1051,47834.17,22.4,101,0,0,0
2025-07-25,Chocolate,1028,45739.68,23.4,104,0,0,0
2025-07-26,Chocolate,1250,59272.33,24.4,110,0,0,0
2025-07-27,Chocolate,1087,48851.53,23.4,116,0,0,0
2025-07-28,Chocolate,1117,49718.38,23.6,93,0,0,0
2025-07-29,Chocolate,946,40963.71,23.7,95,0,0,0
2025-07-30,Chocolate,1000,44400.42,25.3,88,0,0,0
2025-07-31,Chocolate,1064,49962.0,26.3,99,0,0,0
2025-08-01,Chocolate,994,46330.23,22.5,100,0,0,0
2025-08-02,Chocolate,1220,55407.54,22.9,110,0,0,0
2025-08-03,Chocolate,1217,55897.49,22.6,116,0,0,0
2025-08-04,Chocolate,1037,46900.72,23.9,96,0,0,0
2025-08-05,Chocolate,1141,53015.41,24.0,104,0,0,0
2025-08-06,Chocolate,1150,52964.43,27.7,98,0,0,0
2025-08-07,Chocolate,1029,47304.59,21.5,94,0,0,0
2025-08-08,Chocolate,1129,52266.75,22.6,96,0,0,0
2025-08-09,Chocolate,1305,60239.89,22.5,111,0,0,0
2025-08-10,Chocolate,1476,68144.33,20.3,112,0,0,1
2025-08-11,Chocolate,1294,58354.49,24.0,96,0,0,1
2025-08-12,Chocolate,1254,56364.77,21.5,94,0,0,1
2025-08-13,Chocolate,1255,55945.32,19.6,93,0,0,1
2025-08-14,Chocolate,1199,51026.97,22.0,97,0,0,1
2025-08-15,Chocolate,1659,76601.33,21.7,98,1,1,1
2025-08-16,Chocolate,1631,73829.48,19.9,112,1,0,1
2025-08-17,Chocolate,1364,62239.98,22.9,109,1,0,0
2025-08-18,Chocolate,1142,46758.36,23.2,91,1,0,0
2025-08-19,Chocolate,1106,50044.75,21.0,92,1,0,0
2025-08-20,Chocolate,1054,45962.32,21.7,85,0,0,0
2025-08-21,Chocolate,1054,46982.32,22.5,89,0,0,0
2025-08-22,Chocolate,1053,44958.46,22.1,94,0,0,0
2025-08-23,Chocolate,1241,54712.75,19.4,109,0,0,0
