date,component_id,component_demand,current_inventory,supplier_lead_time_days,supplier_disruption,planned_production_units,scheduled_receipts,plant_maintenance,festival
2025-11-14,BRAKE_PAD_FRONT,414.0,2179.0,12,0,979,0,0,0
2025-11-15,BRAKE_PAD_FRONT,375.0,5040.0,12,0,894,3236,0,0
2025-11-16,BRAKE_PAD_FRONT,389.0,4651.0,12,0,891,0,0,0
2025-11-17,BRAKE_PAD_FRONT,359.0,4292.0,12,0,874,0,0,0
2025-11-18,BRAKE_PAD_FRONT,332.0,3960.0,12,0,785,0,0,0
2025-11-19,BRAKE_PAD_FRONT,406.0,3554.0,12,0,876,0,0,0
2025-11-20,BRAKE_PAD_FRONT,393.0,3161.0,12,0,886,0,0,0
2025-11-21,BRAKE_PAD_FRONT,377.0,2784.0,12,0,843,0,0,0
2025-11-22,BRAKE_PAD_FRONT,329.0,2455.0,12,0,815,0,0,0
2025-11-23,BRAKE_PAD_FRONT,443.0,2012.0,12,0,975,0,0,0
2025-11-24,BRAKE_PAD_FRONT,384.0,5040.0,12,0,875,3412,0,0
2025-11-25,BRAKE_PAD_FRONT,398.0,4642.0,12,0,972,0,0,0
2025-11-26,BRAKE_PAD_FRONT,394.0,4248.0,12,0,973,0,0,0
2025-11-27,BRAKE_PAD_FRONT,437.0,3811.0,12,0,1029,0,0,0
2025-11-28,BRAKE_PAD_FRONT,429.0,3382.0,12,0,1035,0,0,0
2025-11-29,BRAKE_PAD_FRONT,482.0,2900.0,12,0,1068,0,0,0
2025-11-30,BRAKE_PAD_FRONT,462.0,2438.0,12,0,1139,0,0,0
2025-12-01,BRAKE_PAD_FRONT,428.0,2010.0,12,0,1070,0,0,0
2025-12-02,BRAKE_PAD_FRONT,471.0,5040.0,12,0,1136,3501,0,0
2025-12-03,BRAKE_PAD_FRONT,448.0,4592.0,12,0,1093,0,0,0
2025-12-04,BRAKE_PAD_FRONT,468.0,4124.0,12,0,1114,0,0,0
2025-12-05,BRAKE_PAD_FRONT,486.0,3638.0,12,0,1123,0,0,0
2025-12-06,BRAKE_PAD_FRONT,446.0,3192.0,12,0,1125,0,0,0
2025-12-07,BRAKE_PAD_FRONT,498.0,2694.0,12,0,1188,0,0,0
2025-12-08,BRAKE_PAD_FRONT,417.0,2277.0,12,0,1077,0,0,0
2025-12-09,BRAKE_PAD_FRONT,421.0,5040.0,12,0,1050,3184,0,0
2025-12-10,BRAKE_PAD_FRONT,343.0,4697.0,12,0,984,0,1,0
2025-12-11,BRAKE_PAD_FRONT,384.0,4313.0,12,0,1014,0,1,0
2025-12-12,BRAKE_PAD_FRONT,345.0,3968.0,12,0,1062,0,1,0
2025-12-13,BRAKE_PAD_FRONT,379.0,3589.0,12,0,926,0,0,0
2025-12-14,BRAKE_PAD_FRONT,446.0,3143.0,12,0,982,0,0,0
2025-12-15,BRAKE_PAD_FRONT,396.0,2747.0,12,0,964,0,0,0
2025-12-16,BRAKE_PAD_FRONT,340.0,2407.0,12,0,884,0,0,0
2025-12-17,BRAKE_PAD_FRONT,389.0,2018.0,12,0,944,0,0,0
2025-12-18,BRAKE_PAD_FRONT,349.0,5040.0,12,0,923,3371,0,0
2025-12-19,BRAKE_PAD_FRONT,374.0,4666.0,12,0,901,0,0,0
2025-12-20,BRAKE_PAD_FRONT,379.0,4287.0,12,0,861,0,0,0
2025-12-21,BRAKE_PAD_FRONT,356.0,3931.0,12,0,886,0,0,0
2025-12-22,BRAKE_PAD_FRONT,405.0,3526.0,12,0,885,0,0,0
2025-12-23,BRAKE_PAD_FRONT,316.0,3210.0,17,1,818,0,0,0
2025-12-24,BRAKE_PAD_FRONT,356.0,2854.0,12,0,875,0,0,0
2025-12-25,BRAKE_PAD_FRONT,409.0,2445.0,12,0,996,0,0,0
2025-12-26,BRAKE_PAD_FRONT,423.0,2022.0,12,0,962,0,0,0
2025-12-27,BRAKE_PAD_FRONT,406.0,5040.0,12,0,943,3424,0,0
2025-12-28,BRAKE_PAD_FRONT,456.0,4584.0,12,0,1049,0,0,0
2025-12-29,BRAKE_PAD_FRONT,438.0,4146.0,12,0,1016,0,0,0
2025-12-30,BRAKE_PAD_FRONT,422.0,3724.0,12,0,1032,0,0,0
2025-12-31,BRAKE_PAD_FRONT,446.0,3278.0,12,0,1119,0,0,0
2026-01-01,BRAKE_PAD_FRONT,451.0,2827.0,12,0,1060,0,0,0
2026-01-02,BRAKE_PAD_FRONT,469.0,2358.0,12,0,1148,0,0,0
2026-01-03,BRAKE_PAD_FRONT,481.0,5040.0,12,0,1158,3163,0,0
2026-01-04,BRAKE_PAD_FRONT,530.0,4510.0,12,0,1276,0,0,0
2026-01-05,BRAKE_PAD_FRONT,491.0,4019.0,12,0,1116,0,0,0
2026-01-06,BRAKE_PAD_FRONT,461.0,3558.0,12,0,1169,0,0,0
2026-01-07,BRAKE_PAD_FRONT,441.0,3117.0,12,0,1054,0,0,0
2026-01-08,BRAKE_PAD_FRONT,492.0,2625.0,12,0,1123,0,0,0
2026-01-09,BRAKE_PAD_FRONT,409.0,2216.0,12,0,1079,0,0,0
2026-01-10,BRAKE_PAD_FRONT,346.0,5040.0,12,0,969,3170,1,0
2026-01-11,BRAKE_PAD_FRONT,373.0,4667.0,12,0,1054,0,1,0
2026-01-12,BRAKE_PAD_FRONT,353.0,4314.0,12,0,938,0,1,0
2026-01-13,BRAKE_PAD_FRONT,367.0,3947.0,12,0,911,0,0,0
2026-01-14,BRAKE_PAD_FRONT,406.0,3541.0,12,0,1017,0,0,0
2026-01-15,BRAKE_PAD_FRONT,373.0,3168.0,12,0,900,0,0,0
2026-01-16,BRAKE_PAD_FRONT,396.0,2772.0,12,0,912,0,0,0
2026-01-17,BRAKE_PAD_FRONT,358.0,2414.0,12,0,857,0,0,0
2026-01-18,BRAKE_PAD_FRONT,365.0,2049.0,12,0,860,0,0,0
2026-01-19,BRAKE_PAD_FRONT,348.0,5040.0,12,0,846,3339,0,0
2026-01-20,BRAKE_PAD_FRONT,358.0,4682.0,12,0,842,0,0,0
2026-01-21,BRAKE_PAD_FRONT,348.0,4334.0,12,0,922,0,0,0
2026-01-22,BRAKE_PAD_FRONT,380.0,3954.0,12,0,922,0,0,0
2026-01-23,BRAKE_PAD_FRONT,383.0,3571.0,12,0,859,0,0,0
2026-01-24,BRAKE_PAD_FRONT,450.0,3121.0,12,0,986,0,0,0
2026-01-25,BRAKE_PAD_FRONT,326.0,2795.0,12,0,867,0,0,0
2026-01-26,BRAKE_PAD_FRONT,423.0,2372.0,12,0,1032,0,0,0
2026-01-27,BRAKE_PAD_FRONT,397.0,5040.0,12,0,1020,3065,0,0
2026-01-28,BRAKE_PAD_FRONT,444.0,4596.0,12,0,998,0,0,0
2026-01-29,BRAKE_PAD_FRONT,411.0,4185.0,12,0,1087,0,0,0
2026-01-30,BRAKE_PAD_FRONT,463.0,3722.0,12,0,1159,0,0,0
2026-01-31,BRAKE_PAD_FRONT,418.0,3304.0,12,0,1044,0,0,0
2026-02-01,BRAKE_PAD_FRONT,479.0,2825.0,12,0,1131,0,0,0
2026-02-02,BRAKE_PAD_FRONT,442.0,2383.0,12,0,1137,0,0,0
2026-02-03,BRAKE_PAD_FRONT,464.0,5040.0,12,0,1157,3121,0,0
2026-02-04,BRAKE_PAD_FRONT,484.0,4556.0,12,0,1147,0,0,0
2026-02-05,BRAKE_PAD_FRONT,486.0,4070.0,12,0,1199,0,0,0
2026-02-06,BRAKE_PAD_FRONT,509.0,3561.0,12,0,1185,0,0,0
2026-02-07,BRAKE_PAD_FRONT,500.0,3061.0,12,0,1150,0,0,0
2026-02-08,BRAKE_PAD_FRONT,523.0,2538.0,12,0,1114,0,0,0
2026-02-09,BRAKE_PAD_FRONT,445.0,2093.0,12,0,1041,0,0,0
2026-02-10,BRAKE_PAD_FRONT,356.0,5040.0,12,0,964,3303,1,0
2026-02-11,BRAKE_PAD_FRONT,355.0,4685.0,12,0,939,0,1,0
2026-02-12,BRAKE_PAD_FRONT,331.0,4354.0,12,0,898,0,1,0
2026-02-13,BRAKE_PAD_FRONT,376.0,3978.0,12,0,894,0,0,0
2026-02-14,BRAKE_PAD_FRONT,356.0,3622.0,12,0,835,0,0,0
2026-02-15,BRAKE_PAD_FRONT,287.0,3335.0,12,0,771,0,0,0
2026-02-16,BRAKE_PAD_FRONT,321.0,3014.0,12,0,775,0,0,0
2026-02-17,BRAKE_PAD_FRONT,338.0,2676.0,12,0,838,0,0,0
2026-02-18,BRAKE_PAD_FRONT,383.0,2293.0,12,0,870,0,0,0
2026-02-19,BRAKE_PAD_FRONT,342.0,5040.0,12,0,906,3089,0,0
2026-02-20,BRAKE_PAD_FRONT,333.0,4707.0,12,0,832,0,0,0
2026-02-21,BRAKE_PAD_FRONT,402.0,4305.0,12,0,836,0,0,0
2026-02-22,BRAKE_PAD_FRONT,345.0,3960.0,12,0,887,0,0,0
2026-02-23,BRAKE_PAD_FRONT,437.0,3523.0,12,0,1001,0,0,0
2026-02-24,BRAKE_PAD_FRONT,429.0,3094.0,12,0,1037,0,0,0
2026-02-25,BRAKE_PAD_FRONT,409.0,2685.0,12,0,1085,0,0,0
2026-02-26,BRAKE_PAD_FRONT,462.0,2223.0,12,0,1054,0,0,0
2026-02-27,BRAKE_PAD_FRONT,460.0,5040.0,12,0,1081,3277,0,0
2026-02-28,BRAKE_PAD_FRONT,474.0,4566.0,12,0,1099,0,0,0
2026-03-01,BRAKE_PAD_FRONT,499.0,4067.0,12,0,1186,0,0,0
2026-03-02,BRAKE_PAD_FRONT,518.0,3549.0,12,0,1187,0,0,0
2026-03-03,BRAKE_PAD_FRONT,490.0,3059.0,12,0,1153,0,0,0
2026-03-04,BRAKE_PAD_FRONT,467.0,2592.0,12,0,1150,0,0,0
2026-03-05,BRAKE_PAD_FRONT,476.0,2116.0,12,0,1207,0,0,0
2026-03-06,BRAKE_PAD_FRONT,488.0,5040.0,12,0,1133,3412,0,0
2026-03-07,BRAKE_PAD_FRONT,507.0,4533.0,12,0,1134,0,0,0
2026-03-08,BRAKE_PAD_FRONT,495.0,4038.0,12,0,1166,0,0,0
2026-03-09,BRAKE_PAD_FRONT,444.0,3594.0,12,0,1086,0,0,0
2026-03-10,BRAKE_PAD_FRONT,351.0,3243.0,12,0,1068,0,1,0
2026-03-11,BRAKE_PAD_FRONT,365.0,2878.0,12,0,1038,0,1,0
2026-03-12,BRAKE_PAD_FRONT,346.0,2532.0,12,0,1018,0,1,0
2026-03-13,BRAKE_PAD_FRONT,382.0,2150.0,12,0,952,0,0,0
2026-03-14,BRAKE_PAD_FRONT,394.0,3234.0,17,1,909,1478,0,0
2026-03-15,BRAKE_PAD_FRONT,417.0,2817.0,12,0,928,0,0,0
2026-03-16,BRAKE_PAD_FRONT,419.0,2398.0,12,0,936,0,0,0
2026-03-17,BRAKE_PAD_FRONT,380.0,2018.0,12,0,886,0,0,0
2026-03-18,BRAKE_PAD_FRONT,363.0,5040.0,12,0,856,3385,0,0
2026-03-19,BRAKE_PAD_FRONT,361.0,4679.0,12,0,834,0,0,0
2026-03-20,BRAKE_PAD_FRONT,360.0,4319.0,12,0,832,0,0,0
2026-03-21,BRAKE_PAD_FRONT,357.0,3962.0,12,0,840,0,0,0
2026-03-22,BRAKE_PAD_FRONT,404.0,3558.0,17,1,878,0,0,0
2026-03-23,BRAKE_PAD_FRONT,332.0,3226.0,12,0,853,0,0,0
2026-03-24,BRAKE_PAD_FRONT,388.0,2838.0,12,0,948,0,0,0
2026-03-25,BRAKE_PAD_FRONT,357.0,2481.0,12,0,913,0,0,0
2026-03-26,BRAKE_PAD_FRONT,316.0,2165.0,12,0,857,0,0,0
2026-03-27,BRAKE_PAD_FRONT,435.0,5040.0,12,0,1043,3310,0,0
2026-03-28,BRAKE_PAD_FRONT,494.0,4546.0,12,0,1096,0,0,0
2026-03-29,BRAKE_PAD_FRONT,434.0,4112.0,12,0,1038,0,0,0
2026-03-30,BRAKE_PAD_FRONT,482.0,3630.0,12,0,1174,0,0,0
2026-03-31,BRAKE_PAD_FRONT,472.0,3158.0,12,0,1128,0,0,0
2026-04-01,BRAKE_PAD_FRONT,551.0,2607.0,12,0,1261,0,0,0
2026-04-02,BRAKE_PAD_FRONT,487.0,2120.0,12,0,1181,0,0,0
2026-04-03,BRAKE_PAD_FRONT,511.0,5040.0,12,0,1200,3431,0,0
2026-04-04,BRAKE_PAD_FRONT,454.0,4586.0,12,0,1067,0,0,0
2026-04-05,BRAKE_PAD_FRONT,470.0,4116.0,12,0,1139,0,0,0
2026-04-06,BRAKE_PAD_FRONT,452.0,3664.0,12,0,1100,0,0,0
2026-04-07,BRAKE_PAD_FRONT,492.0,3172.0,12,0,1220,0,0,0
2026-04-08,BRAKE_PAD_FRONT,500.0,2672.0,12,0,1190,0,0,0
2026-04-09,BRAKE_PAD_FRONT,460.0,2212.0,12,0,1106,0,0,0
2026-04-10,BRAKE_PAD_FRONT,366.0,5040.0,12,0,1003,3194,1,0
2026-04-11,BRAKE_PAD_FRONT,378.0,4662.0,12,0,996,0,1,0
2026-04-12,BRAKE_PAD_FRONT,354.0,4308.0,12,0,984,0,1,0
2026-04-13,BRAKE_PAD_FRONT,422.0,3886.0,12,0,1031,0,0,0
2026-04-14,BRAKE_PAD_FRONT,333.0,3553.0,12,0,816,0,0,0
2026-04-15,BRAKE_PAD_FRONT,378.0,3175.0,12,0,883,0,0,0
2026-04-16,BRAKE_PAD_FRONT,367.0,2808.0,12,0,842,0,0,0
2026-04-17,BRAKE_PAD_FRONT,394.0,2414.0,12,0,926,0,0,0
2026-04-18,BRAKE_PAD_FRONT,305.0,2109.0,12,0,756,0,0,0
2026-04-19,BRAKE_PAD_FRONT,364.0,5040.0,12,0,908,3295,0,0
2026-04-20,BRAKE_PAD_FRONT,344.0,4696.0,12,0,859,0,0,0
2026-04-21,BRAKE_PAD_FRONT,409.0,4287.0,12,0,969,0,0,0
2026-04-22,BRAKE_PAD_FRONT,390.0,3897.0,12,0,868,0,0,0
2026-04-23,BRAKE_PAD_FRONT,441.0,3456.0,12,0,995,0,0,0
2026-04-24,BRAKE_PAD_FRONT,404.0,3052.0,12,0,966,0,0,0
2026-04-25,BRAKE_PAD_FRONT,423.0,2629.0,12,0,959,0,0,0
2026-04-26,BRAKE_PAD_FRONT,451.0,2178.0,12,0,1078,0,0,0
2026-04-27,BRAKE_PAD_FRONT,373.0,5040.0,12,0,908,3235,0,0
2026-04-28,BRAKE_PAD_FRONT,395.0,4645.0,12,0,1006,0,0,0
2026-04-29,BRAKE_PAD_FRONT,472.0,4173.0,12,0,1063,0,0,0
2026-04-30,BRAKE_PAD_FRONT,458.0,3715.0,12,0,1081,0,0,0
2026-05-01,BRAKE_PAD_FRONT,493.0,3222.0,12,0,1175,0,0,0
2026-05-02,BRAKE_PAD_FRONT,444.0,2778.0,12,0,1058,0,0,0
2026-05-03,BRAKE_PAD_FRONT,512.0,2266.0,12,0,1163,0,0,0
2026-05-04,BRAKE_PAD_FRONT,473.0,5040.0,12,0,1150,3247,0,0
2026-05-05,BRAKE_PAD_FRONT,542.0,4498.0,12,0,1239,0,0,0
2026-05-06,BRAKE_PAD_FRONT,438.0,4060.0,12,0,1078,0,0,0
2026-05-07,BRAKE_PAD_FRONT,461.0,3599.0,17,1,1121,0,0,0
2026-05-08,BRAKE_PAD_FRONT,446.0,3153.0,12,0,1070,0,0,0
2026-05-09,BRAKE_PAD_FRONT,476.0,2677.0,12,0,1117,0,0,0
2026-05-10,BRAKE_PAD_FRONT,382.0,2295.0,12,0,1100,0,1,0
2026-05-11,BRAKE_PAD_FRONT,373.0,5040.0,12,0,1046,3118,1,0
2026-05-12,BRAKE_PAD_FRONT,324.0,4716.0,12,0,917,0,1,0
2026-05-13,BRAKE_PAD_FRONT,391.0,4325.0,17,1,876,0,0,0
2026-05-14,BRAKE_PAD_FRONT,444.0,3881.0,12,0,1005,0,0,0
2026-05-15,BRAKE_PAD_FRONT,341.0,3540.0,12,0,908,0,0,0
2026-05-16,BRAKE_PAD_FRONT,428.0,3112.0,12,0,951,0,0,0
2026-05-17,BRAKE_PAD_FRONT,378.0,2734.0,12,0,884,0,0,0
2026-05-18,BRAKE_PAD_FRONT,391.0,2343.0,12,0,957,0,0,0
2026-05-19,BRAKE_PAD_FRONT,339.0,2004.0,12,0,815,0,0,0
2026-05-20,BRAKE_PAD_FRONT,350.0,5040.0,12,0,917,3386,0,0
2026-05-21,BRAKE_PAD_FRONT,376.0,4664.0,12,0,893,0,0,0
2026-05-22,BRAKE_PAD_FRONT,399.0,4265.0,12,0,901,0,0,0
2026-05-23,BRAKE_PAD_FRONT,376.0,3889.0,12,0,874,0,0,0
2026-05-24,BRAKE_PAD_FRONT,358.0,3531.0,12,0,936,0,0,0
2026-05-25,BRAKE_PAD_FRONT,369.0,3162.0,12,0,963,0,0,0
2026-05-26,BRAKE_PAD_FRONT,426.0,2736.0,12,0,999,0,0,0
2026-05-27,BRAKE_PAD_FRONT,384.0,2352.0,12,0,983,0,0,0
2026-05-28,BRAKE_PAD_FRONT,463.0,5040.0,12,0,1128,3151,0,0
2026-05-29,BRAKE_PAD_FRONT,508.0,4532.0,12,0,1193,0,0,0
2026-05-30,BRAKE_PAD_FRONT,461.0,4071.0,12,0,1165,0,0,0
2026-05-31,BRAKE_PAD_FRONT,500.0,3571.0,12,0,1094,0,0,0
2026-06-01,BRAKE_PAD_FRONT,473.0,3098.0,12,0,1105,0,0,0
2026-06-02,BRAKE_PAD_FRONT,478.0,2620.0,12,0,1180,0,0,0
2026-06-03,BRAKE_PAD_FRONT,498.0,2122.0,12,0,1123,0,0,0
2026-06-04,BRAKE_PAD_FRONT,453.0,5040.0,12,0,1131,3371,0,0
2026-06-05,BRAKE_PAD_FRONT,536.0,4504.0,12,0,1223,0,0,0
2026-06-06,BRAKE_PAD_FRONT,436.0,4068.0,12,0,1113,0,0,0
2026-06-07,BRAKE_PAD_FRONT,414.0,3654.0,12,0,981,0,0,0
2026-06-08,BRAKE_PAD_FRONT,431.0,3223.0,12,0,1071,0,0,0
2026-06-09,BRAKE_PAD_FRONT,442.0,2781.0,12,0,1084,0,0,0
2026-06-10,BRAKE_PAD_FRONT,367.0,2414.0,12,0,1034,0,1,0
2026-06-11,BRAKE_PAD_FRONT,405.0,2009.0,12,0,1061,0,1,0
2026-06-12,BRAKE_PAD_FRONT,371.0,5040.0,12,0,958,3402,1,0
2026-06-13,BRAKE_PAD_FRONT,418.0,4622.0,17,1,926,0,0,0
2026-06-14,BRAKE_PAD_FRONT,318.0,4304.0,12,0,951,0,0,0
2026-06-15,BRAKE_PAD_FRONT,374.0,3930.0,12,0,892,0,0,0
2026-06-16,BRAKE_PAD_FRONT,387.0,3543.0,12,0,888,0,0,0
2026-06-17,BRAKE_PAD_FRONT,368.0,3175.0,12,0,837,0,0,0
2026-06-18,BRAKE_PAD_FRONT,393.0,2782.0,12,0,878,0,0,0
2026-06-19,BRAKE_PAD_FRONT,402.0,2380.0,12,0,908,0,0,0
2026-06-20,BRAKE_PAD_FRONT,392.0,1988.0,12,0,879,0,0,0
2026-06-21,BRAKE_PAD_FRONT,316.0,5040.0,12,0,857,3368,0,0
2026-06-22,BRAKE_PAD_FRONT,436.0,4604.0,12,0,944,0,0,0
2026-06-23,BRAKE_PAD_FRONT,394.0,4210.0,12,0,952,0,0,0
2026-06-24,BRAKE_PAD_FRONT,385.0,3825.0,12,0,933,0,0,0
2026-06-25,BRAKE_PAD_FRONT,412.0,3413.0,12,0,962,0,0,0
2026-06-26,BRAKE_PAD_FRONT,419.0,2994.0,12,0,981,0,0,0
2026-06-27,BRAKE_PAD_FRONT,469.0,2525.0,12,0,1088,0,0,0
2026-06-28,BRAKE_PAD_FRONT,546.0,5040.0,12,0,1167,3061,0,0
2026-06-29,BRAKE_PAD_FRONT,486.0,4554.0,12,0,1267,0,0,0
2026-06-30,BRAKE_PAD_FRONT,473.0,4081.0,12,0,1130,0,0,0
2026-07-01,BRAKE_PAD_FRONT,480.0,3601.0,12,0,1178,0,0,0
2026-07-02,BRAKE_PAD_FRONT,489.0,3112.0,12,0,1122,0,0,0
2026-07-03,BRAKE_PAD_FRONT,484.0,2628.0,12,0,1125,0,0,0
2026-07-04,BRAKE_PAD_FRONT,457.0,2171.0,12,0,1133,0,0,0
2026-07-05,BRAKE_PAD_FRONT,459.0,5040.0,12,0,1073,3328,0,0
2026-07-06,BRAKE_PAD_FRONT,489.0,4551.0,12,0,1068,0,0,0
2026-07-07,BRAKE_PAD_FRONT,394.0,4157.0,12,0,1057,0,0,0
2026-07-08,BRAKE_PAD_FRONT,489.0,3668.0,12,0,1115,0,0,0
2026-07-09,BRAKE_PAD_FRONT,396.0,3272.0,12,0,983,0,0,0
2026-07-10,BRAKE_PAD_FRONT,351.0,2921.0,12,0,989,0,1,0
2026-07-11,BRAKE_PAD_FRONT,415.0,2506.0,12,0,1074,0,1,0
2026-07-12,BRAKE_PAD_FRONT,295.0,2211.0,12,0,858,0,1,0
2026-07-13,BRAKE_PAD_FRONT,372.0,5040.0,12,0,989,3201,0,0
2026-07-14,BRAKE_PAD_FRONT,365.0,4675.0,12,0,823,0,0,0
2026-07-15,BRAKE_PAD_FRONT,371.0,4304.0,12,0,910,0,0,0
2026-07-16,BRAKE_PAD_FRONT,358.0,3946.0,12,0,893,0,0,0
2026-07-17,BRAKE_PAD_FRONT,341.0,3605.0,12,0,794,0,0,0
2026-07-18,BRAKE_PAD_FRONT,354.0,3251.0,12,0,837,0,0,0
2026-07-19,BRAKE_PAD_FRONT,383.0,2868.0,12,0,882,0,0,0
2026-07-20,BRAKE_PAD_FRONT,399.0,2469.0,12,0,921,0,0,0
2026-07-21,BRAKE_PAD_FRONT,372.0,2097.0,12,0,883,0,0,0
2026-07-22,BRAKE_PAD_FRONT,324.0,5040.0,12,0,854,3267,0,0
2026-07-23,BRAKE_PAD_FRONT,391.0,4649.0,12,0,953,0,0,0
2026-07-24,BRAKE_PAD_FRONT,421.0,4228.0,12,0,977,0,0,0
2026-07-25,BRAKE_PAD_FRONT,449.0,3779.0,12,0,1003,0,0,0
2026-07-26,BRAKE_PAD_FRONT,467.0,3312.0,12,0,1041,0,0,0
2026-07-27,BRAKE_PAD_FRONT,469.0,2843.0,12,0,1131,0,0,0
2026-07-28,BRAKE_PAD_FRONT,450.0,2393.0,17,1,1017,0,0,0
2026-07-29,BRAKE_PAD_FRONT,492.0,5040.0,12,0,1129,3139,0,0
2026-07-30,BRAKE_PAD_FRONT,515.0,4525.0,12,0,1176,0,0,0
2026-07-31,BRAKE_PAD_FRONT,520.0,4005.0,12,0,1174,0,0,0
2026-08-01,BRAKE_PAD_FRONT,453.0,3552.0,12,0,1086,0,0,0
2026-08-02,BRAKE_PAD_FRONT,493.0,3059.0,12,0,1108,0,0,0
2026-08-03,BRAKE_PAD_FRONT,470.0,2589.0,12,0,1205,0,0,0
2026-08-04,BRAKE_PAD_FRONT,446.0,2143.0,12,0,1063,0,0,0
2026-08-05,BRAKE_PAD_FRONT,487.0,5040.0,12,0,1087,3384,0,0
2026-08-06,BRAKE_PAD_FRONT,508.0,4532.0,17,1,1183,0,0,0
2026-08-07,BRAKE_PAD_FRONT,521.0,4011.0,17,1,1110,0,0,0
2026-08-08,BRAKE_PAD_FRONT,393.0,3618.0,12,0,984,0,0,0
2026-08-09,BRAKE_PAD_FRONT,441.0,3177.0,12,0,1078,0,0,0
2026-08-10,BRAKE_PAD_FRONT,338.0,2839.0,12,0,926,0,1,0
2026-08-11,BRAKE_PAD_FRONT,371.0,2468.0,12,0,1010,0,1,0
2026-08-12,BRAKE_PAD_FRONT,328.0,2140.0,12,0,927,0,1,0
2026-08-13,BRAKE_PAD_FRONT,364.0,5040.0,12,0,829,3264,0,0
2026-08-14,BRAKE_PAD_FRONT,384.0,4656.0,12,0,920,0,0,0
2026-08-15,BRAKE_PAD_FRONT,422.0,4234.0,12,0,935,0,0,0
2026-08-16,BRAKE_PAD_FRONT,395.0,3839.0,12,0,923,0,0,0
2026-08-17,BRAKE_PAD_FRONT,341.0,3498.0,12,0,870,0,0,0
2026-08-18,BRAKE_PAD_FRONT,334.0,3164.0,12,0,801,0,0,0
2026-08-19,BRAKE_PAD_FRONT,361.0,2803.0,12,0,853,0,0,0
2026-08-20,BRAKE_PAD_FRONT,414.0,2389.0,12,0,884,0,0,0
2026-08-21,BRAKE_PAD_FRONT,406.0,1983.0,12,0,935,0,0,0
2026-08-22,BRAKE_PAD_FRONT,376.0,5040.0,12,0,939,3433,0,0
2026-08-23,BRAKE_PAD_FRONT,414.0,4626.0,12,0,946,0,0,0
2026-08-24,BRAKE_PAD_FRONT,445.0,4181.0,12,0,1026,0,0,0
2026-08-25,BRAKE_PAD_FRONT,420.0,3761.0,12,0,1052,0,0,0
2026-08-26,BRAKE_PAD_FRONT,380.0,3381.0,12,0,1033,0,0,0
2026-08-27,BRAKE_PAD_FRONT,444.0,2937.0,12,0,1038,0,0,0
2026-08-28,BRAKE_PAD_FRONT,418.0,2519.0,12,0,1093,0,0,0
2026-08-29,BRAKE_PAD_FRONT,478.0,2041.0,12,0,1144,0,0,0
2026-08-30,BRAKE_PAD_FRONT,470.0,5040.0,12,0,1054,3469,0,0
2026-08-31,BRAKE_PAD_FRONT,538.0,4502.0,12,0,1162,0,0,0
2026-09-01,BRAKE_PAD_FRONT,434.0,4068.0,12,0,1086,0,0,0
2025-01-01,BRAKE_PAD_REAR,353.0,4147.0,14,0,948,0,0,0
2025-01-02,BRAKE_PAD_REAR,376.0,3771.0,14,0,1096,0,0,0
2025-01-03,BRAKE_PAD_REAR,395.0,3376.0,14,0,1085,0,0,0
2025-01-04,BRAKE_PAD_REAR,398.0,2978.0,14,0,1102,0,0,0
2025-01-05,BRAKE_PAD_REAR,437.0,2541.0,14,0,1102,0,0,0
2025-01-06,BRAKE_PAD_REAR,415.0,2126.0,14,0,1139,0,0,0
2025-01-07,BRAKE_PAD_REAR,408.0,4320.0,14,0,1110,2602,0,0
2025-01-08,BRAKE_PAD_REAR,406.0,3914.0,14,0,1128,0,0,0
2025-01-09,BRAKE_PAD_REAR,401.0,3513.0,14,0,1101,0,0,0
2025-01-10,BRAKE_PAD_REAR,362.0,3151.0,14,0,1191,0,1,0
2025-01-11,BRAKE_PAD_REAR,345.0,2806.0,14,0,1106,0,1,0
2025-01-12,BRAKE_PAD_REAR,346.0,2460.0,14,0,1136,0,1,0
2025-01-13,BRAKE_PAD_REAR,454.0,2006.0,14,0,1138,0,0,0
2025-01-14,BRAKE_PAD_REAR,399.0,4320.0,14,0,1099,2713,0,0
2025-01-15,BRAKE_PAD_REAR,358.0,3962.0,14,0,1070,0,0,0
2025-01-16,BRAKE_PAD_REAR,310.0,3652.0,14,0,948,0,0,0
2025-01-17,BRAKE_PAD_REAR,319.0,3333.0,14,0,896,0,0,0
2025-01-18,BRAKE_PAD_REAR,299.0,3034.0,14,0,904,0,0,0
2025-01-19,BRAKE_PAD_REAR,327.0,2707.0,14,0,936,0,0,0
2025-01-20,BRAKE_PAD_REAR,313.0,2394.0,14,0,906,0,0,0
2025-01-21,BRAKE_PAD_REAR,279.0,2115.0,14,0,771,0,0,0
2025-01-22,BRAKE_PAD_REAR,299.0,1816.0,14,0,831,0,0,0
2025-01-23,BRAKE_PAD_REAR,344.0,4320.0,14,0,875,2848,0,0
2025-01-24,BRAKE_PAD_REAR,332.0,3988.0,14,0,886,0,0,0
2025-01-25,BRAKE_PAD_REAR,333.0,3655.0,14,0,860,0,0,0
2025-01-26,BRAKE_PAD_REAR,318.0,3337.0,19,1,825,0,0,0
2025-01-27,BRAKE_PAD_REAR,295.0,3042.0,14,0,904,0,0,0
2025-01-28,BRAKE_PAD_REAR,293.0,2749.0,14,0,798,0,0,0
